Tipo de jornada;Sectores de actividad CNAE 2009;Tiempo de trabajo;Periodo;Total
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2023T2;7,3
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2023T1;7,3
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2022T4;7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2022T3;6,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2022T2;7,2
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2022T1;8,5
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2021T4;6,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2021T3;6,4
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2021T2;6,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2021T1;7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2020T4;6,9
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2020T3;6,2
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2020T2;7,4
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2020T1;6,2
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2019T4;5,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2019T3;5,3
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2019T2;5,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2019T1;5,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2018T4;5,3
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2018T3;5
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2018T2;5,2
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2018T1;5,2
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2017T4;4,9
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2017T3;4,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2017T2;5
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2017T1;4,9
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2016T4;4,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2016T3;4,4
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2016T2;4,8
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2016T1;4,8
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2015T4;4,4
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2015T3;4,2
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2015T2;4,5
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2015T1;4,5
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2014T4;4,1
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2014T3;3,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2014T2;4,1
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2014T1;4,1
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2013T4;3,8
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2013T3;3,4
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2013T2;3,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2013T1;3,8
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2012T4;3,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2012T3;3,4
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2012T2;3,8
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2012T1;4,4
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2011T4;4,3
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2011T3;4,1
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2011T2;4,5
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2011T1;4,8
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2010T4;4,4
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2010T3;4,2
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2010T2;4,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2010T1;4,9
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2009T4;4,9
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2009T3;4,5
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2009T2;5
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2009T1;5
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2008T4;4,9
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2008T3;4,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2008T2;5,3
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2008T1;5,5
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2024T4;0,8
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2024T3;0,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2024T2;0,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2024T1;0,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2023T4;0,8
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2023T3;0,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2023T2;0,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2023T1;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2022T4;0,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2022T3;0,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2022T2;0,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2022T1;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2021T4;0,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2021T3;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2021T2;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2021T1;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2020T4;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2020T3;0,5
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2020T2;0,4
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2020T1;0,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2019T4;0,8
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2019T3;0,8
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2019T2;0,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2019T1;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2018T4;0,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2018T3;0,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2018T2;0,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2018T1;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2017T4;0,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2017T3;0,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2017T2;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2017T1;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2016T4;0,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2016T3;0,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2016T2;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2016T1;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2015T4;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2015T3;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2015T2;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2015T1;0,5
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2014T4;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2014T3;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2014T2;0,5
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2014T1;0,5
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2013T4;0,5
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2013T3;0,5
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2013T2;0,5
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2013T1;0,5
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2012T4;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2012T3;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2012T2;0,5
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2012T1;0,5
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2011T4;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2011T3;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2011T2;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2011T1;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2010T4;0,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2010T3;0,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2010T2;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2010T1;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2009T4;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2009T3;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2009T2;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2009T1;0,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2008T4;0,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2008T3;0,8
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2008T2;0,8
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2008T1;0,8
Ambas jornadas;Industria;Horas pactadas;2024T4;165
Ambas jornadas;Industria;Horas pactadas;2024T3;165,1
Ambas jornadas;Industria;Horas pactadas;2024T2;165
Ambas jornadas;Industria;Horas pactadas;2024T1;165
Ambas jornadas;Industria;Horas pactadas;2023T4;164,6
Ambas jornadas;Industria;Horas pactadas;2023T3;164,8
Ambas jornadas;Industria;Horas pactadas;2023T2;164,8
Ambas jornadas;Industria;Horas pactadas;2023T1;164,8
Ambas jornadas;Industria;Horas pactadas;2022T4;164,8
Ambas jornadas;Industria;Horas pactadas;2022T3;164,9
Ambas jornadas;Industria;Horas pactadas;2022T2;164,8
Ambas jornadas;Industria;Horas pactadas;2022T1;164,5
Ambas jornadas;Industria;Horas pactadas;2021T4;164,4
Ambas jornadas;Industria;Horas pactadas;2021T3;164,4
Ambas jornadas;Industria;Horas pactadas;2021T2;164
Ambas jornadas;Industria;Horas pactadas;2021T1;163,8
Ambas jornadas;Industria;Horas pactadas;2020T4;164
Ambas jornadas;Industria;Horas pactadas;2020T3;164,1
Ambas jornadas;Industria;Horas pactadas;2020T2;163,6
Ambas jornadas;Industria;Horas pactadas;2020T1;163,2
Ambas jornadas;Industria;Horas pactadas;2019T4;163,5
Ambas jornadas;Industria;Horas pactadas;2019T3;163,8
Ambas jornadas;Industria;Horas pactadas;2019T2;163,4
Ambas jornadas;Industria;Horas pactadas;2019T1;163,4
Ambas jornadas;Industria;Horas pactadas;2018T4;163,9
Ambas jornadas;Industria;Horas pactadas;2018T3;163,8
Ambas jornadas;Industria;Horas pactadas;2018T2;163,7
Ambas jornadas;Industria;Horas pactadas;2018T1;163,6
Ambas jornadas;Industria;Horas pactadas;2017T4;163,3
Ambas jornadas;Industria;Horas pactadas;2017T3;163,4
Ambas jornadas;Industria;Horas pactadas;2017T2;163,1
Ambas jornadas;Industria;Horas pactadas;2017T1;163
Ambas jornadas;Industria;Horas pactadas;2016T4;163,3
Ambas jornadas;Industria;Horas pactadas;2016T3;163,5
Ambas jornadas;Industria;Horas pactadas;2016T2;163,3
Ambas jornadas;Industria;Horas pactadas;2016T1;163,1
Ambas jornadas;Industria;Horas pactadas;2015T4;163,3
Ambas jornadas;Industria;Horas pactadas;2015T3;163,4
Ambas jornadas;Industria;Horas pactadas;2015T2;163
Ambas jornadas;Industria;Horas pactadas;2015T1;162,9
Ambas jornadas;Industria;Horas pactadas;2014T4;163,2
Ambas jornadas;Industria;Horas pactadas;2014T3;163,3
Ambas jornadas;Industria;Horas pactadas;2014T2;163,1
Ambas jornadas;Industria;Horas pactadas;2014T1;162,9
Ambas jornadas;Industria;Horas pactadas;2013T4;162,9
Ambas jornadas;Industria;Horas pactadas;2013T3;162,9
Ambas jornadas;Industria;Horas pactadas;2013T2;162,8
Ambas jornadas;Industria;Horas pactadas;2013T1;162,6
Ambas jornadas;Industria;Horas pactadas;2012T4;162,4
Ambas jornadas;Industria;Horas pactadas;2012T3;162,7
Ambas jornadas;Industria;Horas pactadas;2012T2;162,7
Ambas jornadas;Industria;Horas pactadas;2012T1;162,9
Ambas jornadas;Industria;Horas pactadas;2011T4;162,9
Ambas jornadas;Industria;Horas pactadas;2011T3;163,2
Ambas jornadas;Industria;Horas pactadas;2011T2;163
Ambas jornadas;Industria;Horas pactadas;2011T1;163,1
Ambas jornadas;Industria;Horas pactadas;2010T4;163,4
Ambas jornadas;Industria;Horas pactadas;2010T3;163,5
Ambas jornadas;Industria;Horas pactadas;2010T2;163,3
Ambas jornadas;Industria;Horas pactadas;2010T1;163,2
Ambas jornadas;Industria;Horas pactadas;2009T4;163,6
Ambas jornadas;Industria;Horas pactadas;2009T3;163,6
Ambas jornadas;Industria;Horas pactadas;2009T2;163,7
Ambas jornadas;Industria;Horas pactadas;2009T1;163,8
Ambas jornadas;Industria;Horas pactadas;2008T4;164,4
Ambas jornadas;Industria;Horas pactadas;2008T3;164,6
Ambas jornadas;Industria;Horas pactadas;2008T2;164,7
Ambas jornadas;Industria;Horas pactadas;2008T1;165
Ambas jornadas;Industria;Horas pagadas;2024T4;165,9
Ambas jornadas;Industria;Horas pagadas;2024T3;166
Ambas jornadas;Industria;Horas pagadas;2024T2;165,8
Ambas jornadas;Industria;Horas pagadas;2024T1;165,9
Ambas jornadas;Industria;Horas pagadas;2023T4;165,6
Ambas jornadas;Industria;Horas pagadas;2023T3;165,6
Ambas jornadas;Industria;Horas pagadas;2023T2;165,5
Ambas jornadas;Industria;Horas pagadas;2023T1;165,6
Ambas jornadas;Industria;Horas pagadas;2022T4;165,6
Ambas jornadas;Industria;Horas pagadas;2022T3;165,8
Ambas jornadas;Industria;Horas pagadas;2022T2;165,6
Ambas jornadas;Industria;Horas pagadas;2022T1;165,4
Ambas jornadas;Industria;Horas pagadas;2021T4;165,4
Ambas jornadas;Industria;Horas pagadas;2021T3;165,2
Ambas jornadas;Industria;Horas pagadas;2021T2;164,8
Ambas jornadas;Industria;Horas pagadas;2021T1;164,6
Ambas jornadas;Industria;Horas pagadas;2020T4;165,1
Ambas jornadas;Industria;Horas pagadas;2020T3;164,8
Ambas jornadas;Industria;Horas pagadas;2020T2;164,2
Ambas jornadas;Industria;Horas pagadas;2020T1;164,2
Ambas jornadas;Industria;Horas pagadas;2019T4;164,6
Ambas jornadas;Industria;Horas pagadas;2019T3;164,9
Ambas jornadas;Industria;Horas pagadas;2019T2;164,4
Ambas jornadas;Industria;Horas pagadas;2019T1;164,3
Ambas jornadas;Industria;Horas pagadas;2018T4;164,9
Ambas jornadas;Industria;Horas pagadas;2018T3;164,7
Ambas jornadas;Industria;Horas pagadas;2018T2;164,6
Ambas jornadas;Industria;Horas pagadas;2018T1;164,4
Ambas jornadas;Industria;Horas pagadas;2017T4;164,3
Ambas jornadas;Industria;Horas pagadas;2017T3;164,4
Ambas jornadas;Industria;Horas pagadas;2017T2;164
Ambas jornadas;Industria;Horas pagadas;2017T1;163,8
Ambas jornadas;Industria;Horas pagadas;2016T4;164,1
Ambas jornadas;Industria;Horas pagadas;2016T3;164,4
Ambas jornadas;Industria;Horas pagadas;2016T2;164
Ambas jornadas;Industria;Horas pagadas;2016T1;163,8
Ambas jornadas;Industria;Horas pagadas;2015T4;164,1
Ambas jornadas;Industria;Horas pagadas;2015T3;164,2
Ambas jornadas;Industria;Horas pagadas;2015T2;163,8
Ambas jornadas;Industria;Horas pagadas;2015T1;163,6
Ambas jornadas;Industria;Horas pagadas;2014T4;164
Ambas jornadas;Industria;Horas pagadas;2014T3;164,1
Ambas jornadas;Industria;Horas pagadas;2014T2;163,8
Ambas jornadas;Industria;Horas pagadas;2014T1;163,5
Ambas jornadas;Industria;Horas pagadas;2013T4;163,6
Ambas jornadas;Industria;Horas pagadas;2013T3;163,6
Ambas jornadas;Industria;Horas pagadas;2013T2;163,3
Ambas jornadas;Industria;Horas pagadas;2013T1;163,1
Ambas jornadas;Industria;Horas pagadas;2012T4;162,9
Ambas jornadas;Industria;Horas pagadas;2012T3;163
