Secciones de actividad;Motivos por los que no exiten puestos de trabajo vacantes;Periodo;Total
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Total;2017T2;100
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Total;2017T1;100
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Total;2016T4;100
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Total;2016T3;100
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Total;2016T2;100
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Total;2016T1;100
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Total;2015T4;100
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Total;2015T3;100
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Total;2015T2;100
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Total;2015T1;100
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Total;2014T4;100
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Total;2014T3;100
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Total;2014T2;100
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Total;2014T1;100
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Total;2013T4;""
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Total;2013T3;100
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2024T4;87,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2024T3;87,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2024T2;88,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2024T1;91,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2023T4;92,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2023T3;89,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2023T2;92,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2023T1;94,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2022T4;95,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2022T3;93,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2022T2;92,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2022T1;93,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2021T4;94,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2021T3;96,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2021T2;96
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2021T1;96
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2020T4;98
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2020T3;99,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2020T2;97,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2020T1;97,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2019T4;97,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2019T3;97
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2019T2;96,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2019T1;94,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2018T4;97,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2018T3;98,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2018T2;98
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2018T1;98,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2017T4;98,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2017T3;97,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2017T2;98,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2017T1;98,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2016T4;98,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2016T3;98,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2016T2;99,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2016T1;95,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2015T4;98,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2015T3;94,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2015T2;95,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2015T1;95,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2014T4;96,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2014T3;97,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2014T2;94,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2014T1;96,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2013T4;""
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;No se necesita ningún trabajador;2013T3;98,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2024T4;2,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2024T3;2,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2024T2;2,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2024T1;2,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2023T4;1,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2023T3;5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2023T2;1,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2023T1;1,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2022T4;1,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2022T3;4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2022T2;4,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2022T1;1,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2021T4;2,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2021T3;1,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2021T2;1,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2021T1;0,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2020T4;0,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2020T3;0,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2020T2;0
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2020T1;0
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2019T4;0
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2019T3;2,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2019T2;1,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2019T1;1,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2018T4;0,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2018T3;0,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2018T2;0,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2018T1;0,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2017T4;0
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2017T3;0,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2017T2;0,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2017T1;0,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2016T4;0,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2016T3;0,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2016T2;0,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2016T1;3,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2015T4;1,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2015T3;3,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2015T2;2,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2015T1;3,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2014T4;2,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2014T3;0,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2014T2;..
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2014T1;..
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2013T4;""
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Elevado coste de contratación;2013T3;..
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2024T4;10
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2024T3;10
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2024T2;9,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2024T1;5,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2023T4;5,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2023T3;5,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2023T2;5,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2023T1;3,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2022T4;2,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2022T3;2,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2022T2;3,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2022T1;4,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2021T4;3,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2021T3;1,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2021T2;2,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2021T1;3,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2020T4;1,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2020T3;0,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2020T2;2,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2020T1;2,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2019T4;2,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2019T3;0,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2019T2;1,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2019T1;3,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2018T4;2,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2018T3;1,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2018T2;1,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2018T1;0,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2017T4;1,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2017T3;1,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2017T2;0,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2017T1;0,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2016T4;0,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2016T3;0,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2016T2;0,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2016T1;0,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2015T4;0,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2015T3;1,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2015T2;1,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2015T1;0,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2014T4;1,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2014T3;1,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2014T2;1,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2014T1;2,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2013T4;""
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros;2013T3;1,6
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2024T4;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2024T3;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2024T2;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2024T1;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2023T4;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2023T3;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2023T2;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2023T1;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2022T4;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2022T3;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2022T2;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2022T1;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2021T4;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2021T3;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2021T2;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2021T1;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2020T4;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2020T3;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2020T2;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2020T1;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2019T4;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2019T3;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2019T2;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2019T1;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2018T4;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2018T3;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2018T2;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2018T1;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2017T4;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2017T3;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2017T2;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2017T1;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2016T4;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2016T3;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2016T2;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2016T1;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2015T4;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2015T3;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2015T2;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2015T1;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2014T4;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2014T3;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2014T2;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2014T1;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2013T4;""
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Total;2013T3;100
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2024T4;94,8
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2024T3;95
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2024T2;94
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2024T1;95,2
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2023T4;93,9
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2023T3;95,2
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2023T2;94,5
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2023T1;93,7
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2022T4;95
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2022T3;94,2
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2022T2;92,5
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2022T1;95,3
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2021T4;95,5
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2021T3;94,7
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2021T2;93,9
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2021T1;95,7
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2020T4;96,9
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2020T3;95,3
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2020T2;95,8
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2020T1;93,1
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2019T4;94,2
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2019T3;94,8
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2019T2;95,1
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2019T1;96,9
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2018T4;95,6
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2018T3;96,3
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2018T2;95,1
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2018T1;95,9
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2017T4;93,5
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2017T3;93,9
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2017T2;94,8
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2017T1;92,6
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2016T4;93,9
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2016T3;91,4
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2016T2;92,7
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2016T1;92,8
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2015T4;92,9
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2015T3;94,3
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2015T2;92,4
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2015T1;91,7
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2014T4;94,4
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2014T3;93,8
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2014T2;93
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2014T1;91,6
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2013T4;""
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;No se necesita ningún trabajador;2013T3;93,2
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2024T4;1,8
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2024T3;2,6
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2024T2;4,7
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2024T1;2,6
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2023T4;3,8
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2023T3;2,3
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2023T2;2,9
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2023T1;3,5
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2022T4;2,9
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2022T3;2,2
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2022T2;4,6
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2022T1;2,7
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2021T4;1,7
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2021T3;3,2
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2021T2;4,3
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2021T1;2,1
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2020T4;1,6
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2020T3;1,7
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2020T2;2,5
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2020T1;2,5
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2019T4;3
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2019T3;2,8
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2019T2;3,3
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2019T1;2
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2018T4;2,8
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2018T3;1,6
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2018T2;2,4
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2018T1;2,5
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2017T4;5
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2017T3;3,7
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2017T2;2,9
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2017T1;4,2
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2016T4;4,2
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2016T3;5,7
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2016T2;4,6
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2016T1;4
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2015T4;4,6
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2015T3;3,8
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2015T2;5,5
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2015T1;4,7
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2014T4;3,9
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2014T3;4,7
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2014T2;5,4
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Elevado coste de contratación;2014T1;7,1
