Secciones de la CNAE-09;Componentes del coste;Periodo;Total
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste salarial ordinario por hora;2011T4;25,59
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste salarial ordinario por hora;2011T3;28,18
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste salarial ordinario por hora;2011T2;24,86
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste salarial ordinario por hora;2011T1;23,63
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste salarial ordinario por hora;2010T4;24,96
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste salarial ordinario por hora;2010T3;26,64
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste salarial ordinario por hora;2010T2;23,89
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste salarial ordinario por hora;2010T1;23,49
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste salarial ordinario por hora;2009T4;24,39
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste salarial ordinario por hora;2009T3;26,97
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste salarial ordinario por hora;2009T2;23,99
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste salarial ordinario por hora;2009T1;23,43
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste salarial ordinario por hora;2008T4;23,27
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste salarial ordinario por hora;2008T3;25,72
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste salarial ordinario por hora;2008T2;22,21
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Coste salarial ordinario por hora;2008T1;22,24
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2024T4;10,83
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2024T3;11,18
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2024T2;10,02
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2024T1;10,54
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2023T4;10,71
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2023T3;10,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2023T2;10,13
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2023T1;9,87
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2022T4;9,91
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2022T3;10,19
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2022T2;9,73
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2022T1;9,89
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2021T4;9,55
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2021T3;10,27
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2021T2;10,24
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2021T1;10,19
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2020T4;9,72
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2020T3;10,45
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2020T2;9,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2020T1;9,57
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2019T4;9,65
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2019T3;9,96
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2019T2;9,19
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2019T1;9,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2018T4;10,12
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2018T3;9,27
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2018T2;8,52
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2018T1;8,82
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2017T4;9,29
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2017T3;9,37
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2017T2;8,68
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2017T1;8,68
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2016T4;9,04
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2016T3;9,51
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2016T2;8,56
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2016T1;9,16
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2015T4;8,97
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2015T3;9,78
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2015T2;9,06
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2015T1;9,22
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2014T4;9,94
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2014T3;9,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2014T2;9,33
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2014T1;10,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2013T4;9,58
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2013T3;11,36
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2013T2;9,31
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2013T1;10,66
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2012T4;10,49
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2012T3;9,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2012T2;8,35
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2012T1;8,52
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2011T4;8,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2011T3;9,17
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2011T2;9,23
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2011T1;8,03
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2010T4;9,13
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2010T3;9,73
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2010T2;11,09
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2010T1;8,46
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2009T4;8,48
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2009T3;10,62
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2009T2;9,23
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2009T1;8,53
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2008T4;8,46
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2008T3;8,83
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2008T2;10,54
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Otros costes por hora;2008T1;7,71
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2024T4;27,97
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2024T3;26,91
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2024T2;25,45
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2024T1;25,26
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2023T4;27,25
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2023T3;25,68
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2023T2;25,29
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2023T1;23,48
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2022T4;26,13
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2022T3;24,57
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2022T2;24,86
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2022T1;22,52
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2021T4;24,93
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2021T3;23,58
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2021T2;22,58
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2021T1;22,21
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2020T4;24,65
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2020T3;23,28
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2020T2;22,88
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2020T1;21,24
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2019T4;24,02
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2019T3;22,41
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2019T2;21,74
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2019T1;20,37
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2018T4;22,9
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2018T3;22,13
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2018T2;20,62
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2018T1;20,56
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2017T4;22,82
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2017T3;21,54
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2017T2;20,94
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2017T1;19,57
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2016T4;22,59
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2016T3;21,36
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2016T2;20,04
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2016T1;20,56
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2015T4;22,44
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2015T3;21,37
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2015T2;20,99
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2015T1;19,74
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2014T4;21,45
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2014T3;21,24
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2014T2;20,59
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2014T1;19,23
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2013T4;21,63
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2013T3;21,22
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2013T2;19,6
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2013T1;19,07
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2012T4;20,81
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2012T3;20,79
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2012T2;20,1
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2012T1;18,76
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2011T4;21,58
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2011T3;20,83
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2011T2;20,16
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2011T1;18,92
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2010T4;21,34
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2010T3;19,77
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2010T2;19,8
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2010T1;18,4
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2009T4;20,96
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2009T3;19,68
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2009T2;19,73
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2009T1;18,27
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2008T4;19,82
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2008T3;19,49
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2008T2;18,4
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste laboral total por hora;2008T1;18,4
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2024T4;20,33
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2024T3;19
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2024T2;18,44
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2024T1;18,07
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2023T4;19,9
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2023T3;18,22
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2023T2;18,31
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2023T1;16,79
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2022T4;19,16
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2022T3;17,51
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2022T2;18,39
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2022T1;16,08
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2021T4;18,3
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2021T3;16,77
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2021T2;16,29
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2021T1;15,84
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2020T4;18,05
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2020T3;16,53
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2020T2;16,42
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2020T1;15,07
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2019T4;17,62
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2019T3;15,88
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2019T2;15,74
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2019T1;14,52
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2018T4;16,77
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2018T3;15,72
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2018T2;14,88
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2018T1;14,66
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2017T4;16,68
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2017T3;15,33
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2017T2;15,21
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2017T1;14,06
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2016T4;16,68
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2016T3;15,18
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2016T2;14,54
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2016T1;14,84
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2015T4;16,54
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2015T3;15,24
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2015T2;15,28
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2015T1;14,14
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2014T4;15,63
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2014T3;15,19
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2014T2;14,92
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2014T1;13,67
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2013T4;15,78
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2013T3;15,19
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2013T2;14,17
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2013T1;13,59
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2012T4;15,18
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2012T3;14,9
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2012T2;14,68
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2012T1;13,41
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2011T4;15,91
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2011T3;14,94
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2011T2;14,76
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2011T1;13,48
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2010T4;15,81
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2010T3;14,18
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2010T2;14,53
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2010T1;13,09
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2009T4;15,61
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2009T3;14,2
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2009T2;14,55
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2009T1;13,14
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2008T4;14,62
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2008T3;14,03
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2008T2;13,45
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total por hora;2008T1;13,14
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2024T4;16,17
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2024T3;16,69
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2024T2;14,87
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2024T1;15,18
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2023T4;15,67
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2023T3;16,11
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2023T2;14,71
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2023T1;14,27
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2022T4;15
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2022T3;15,45
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2022T2;14,03
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2022T1;13,67
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2021T4;14,37
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2021T3;14,86
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2021T2;13,67
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2021T1;13,6
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2020T4;14,33
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2020T3;14,81
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2020T2;13,89
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2020T1;13,33
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2019T4;13,92
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2019T3;14,49
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2019T2;13,14
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2019T1;12,73
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2018T4;13,58
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2018T3;14,22
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2018T2;12,55
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2018T1;12,8
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2017T4;13,4
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2017T3;13,85
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2017T2;12,77
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2017T1;12,2
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2016T4;13,28
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2016T3;13,75
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2016T2;12,17
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2016T1;12,83
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2015T4;13,42
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2015T3;13,78
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2015T2;12,69
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2015T1;12,36
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2014T4;13,11
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2014T3;13,73
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2014T2;12,58
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2014T1;12,16
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2013T4;12,82
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2013T3;13,69
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2013T2;11,94
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario por hora;2013T1;12,04
