Actividad económica CNAE-09;Clase de indicador;Periodo;Total
Servicios;Percepciones por día de IT;2011T3;15,78
Servicios;Percepciones por día de IT;2011T2;17,23
Servicios;Percepciones por día de IT;2011T1;18,28
Servicios;Percepciones por día de IT;2010T4;17,05
Servicios;Percepciones por día de IT;2010T3;16,28
Servicios;Percepciones por día de IT;2010T2;17,85
Servicios;Percepciones por día de IT;2010T1;17,36
Servicios;Percepciones por día de IT;2009T4;18,05
Servicios;Percepciones por día de IT;2009T3;16,06
Servicios;Percepciones por día de IT;2009T2;17,18
Servicios;Percepciones por día de IT;2009T1;17,97
Servicios;Percepciones por día de IT;2008T4;17,18
Servicios;Percepciones por día de IT;2008T3;15,33
Servicios;Percepciones por día de IT;2008T2;16,24
Servicios;Percepciones por día de IT;2008T1;17,13
Servicios;Coste indemnización por trabajador despedido;2024T4;7.375,33
Servicios;Coste indemnización por trabajador despedido;2024T3;8.078,7
Servicios;Coste indemnización por trabajador despedido;2024T2;7.012,72
Servicios;Coste indemnización por trabajador despedido;2024T1;7.588,07
Servicios;Coste indemnización por trabajador despedido;2023T4;7.750,46
Servicios;Coste indemnización por trabajador despedido;2023T3;6.088,94
Servicios;Coste indemnización por trabajador despedido;2023T2;7.801,73
Servicios;Coste indemnización por trabajador despedido;2023T1;7.616,39
Servicios;Coste indemnización por trabajador despedido;2022T4;5.970,9
Servicios;Coste indemnización por trabajador despedido;2022T3;6.284,08
Servicios;Coste indemnización por trabajador despedido;2022T2;5.709,04
Servicios;Coste indemnización por trabajador despedido;2022T1;10.825,22
Servicios;Coste indemnización por trabajador despedido;2021T4;7.715,44
Servicios;Coste indemnización por trabajador despedido;2021T3;8.885,6
Servicios;Coste indemnización por trabajador despedido;2021T2;9.205,8
Servicios;Coste indemnización por trabajador despedido;2021T1;8.241,29
Servicios;Coste indemnización por trabajador despedido;2020T4;9.807,23
Servicios;Coste indemnización por trabajador despedido;2020T3;9.353,43
Servicios;Coste indemnización por trabajador despedido;2020T2;7.965,74
Servicios;Coste indemnización por trabajador despedido;2020T1;5.122,93
Servicios;Coste indemnización por trabajador despedido;2019T4;6.625,78
Servicios;Coste indemnización por trabajador despedido;2019T3;5.016,99
Servicios;Coste indemnización por trabajador despedido;2019T2;8.283,11
Servicios;Coste indemnización por trabajador despedido;2019T1;7.684,68
Servicios;Coste indemnización por trabajador despedido;2018T4;8.025,02
Servicios;Coste indemnización por trabajador despedido;2018T3;7.404,44
Servicios;Coste indemnización por trabajador despedido;2018T2;2.885,06
Servicios;Coste indemnización por trabajador despedido;2018T1;9.256,88
Servicios;Coste indemnización por trabajador despedido;2017T4;9.839,84
Servicios;Coste indemnización por trabajador despedido;2017T3;6.105,18
Servicios;Coste indemnización por trabajador despedido;2017T2;8.803,38
Servicios;Coste indemnización por trabajador despedido;2017T1;8.155,26
Servicios;Coste indemnización por trabajador despedido;2016T4;7.747,93
Servicios;Coste indemnización por trabajador despedido;2016T3;5.828,13
Servicios;Coste indemnización por trabajador despedido;2016T2;7.640,98
Servicios;Coste indemnización por trabajador despedido;2016T1;10.053,85
Servicios;Coste indemnización por trabajador despedido;2015T4;8.155,79
Servicios;Coste indemnización por trabajador despedido;2015T3;11.958,95
Servicios;Coste indemnización por trabajador despedido;2015T2;11.005,63
Servicios;Coste indemnización por trabajador despedido;2015T1;8.842,94
Servicios;Coste indemnización por trabajador despedido;2014T4;8.149,13
Servicios;Coste indemnización por trabajador despedido;2014T3;7.805,25
Servicios;Coste indemnización por trabajador despedido;2014T2;8.479,31
Servicios;Coste indemnización por trabajador despedido;2014T1;12.667,32
Servicios;Coste indemnización por trabajador despedido;2013T4;12.343,85
Servicios;Coste indemnización por trabajador despedido;2013T3;11.473,39
Servicios;Coste indemnización por trabajador despedido;2013T2;10.089,81
Servicios;Coste indemnización por trabajador despedido;2013T1;10.712,34
Servicios;Coste indemnización por trabajador despedido;2012T4;9.596,36
Servicios;Coste indemnización por trabajador despedido;2012T3;7.705,39
Servicios;Coste indemnización por trabajador despedido;2012T2;8.056,26
Servicios;Coste indemnización por trabajador despedido;2012T1;11.105,96
Servicios;Coste indemnización por trabajador despedido;2011T4;11.200,65
Servicios;Coste indemnización por trabajador despedido;2011T3;11.101,4
Servicios;Coste indemnización por trabajador despedido;2011T2;13.117,21
Servicios;Coste indemnización por trabajador despedido;2011T1;12.933,9
Servicios;Coste indemnización por trabajador despedido;2010T4;9.769,1
Servicios;Coste indemnización por trabajador despedido;2010T3;7.122,7
Servicios;Coste indemnización por trabajador despedido;2010T2;9.067,56
Servicios;Coste indemnización por trabajador despedido;2010T1;9.348,96
Servicios;Coste indemnización por trabajador despedido;2009T4;8.938,23
Servicios;Coste indemnización por trabajador despedido;2009T3;10.117,63
Servicios;Coste indemnización por trabajador despedido;2009T2;8.688,01
Servicios;Coste indemnización por trabajador despedido;2009T1;10.679,51
Servicios;Coste indemnización por trabajador despedido;2008T4;8.025,67
Servicios;Coste indemnización por trabajador despedido;2008T3;6.395,24
Servicios;Coste indemnización por trabajador despedido;2008T2;7.640,46
Servicios;Coste indemnización por trabajador despedido;2008T1;6.616,32
B Industrias extractivas;Percepciones por día de IT;2024T4;12,82
B Industrias extractivas;Percepciones por día de IT;2024T3;11,47
B Industrias extractivas;Percepciones por día de IT;2024T2;14,04
B Industrias extractivas;Percepciones por día de IT;2024T1;12,43
B Industrias extractivas;Percepciones por día de IT;2023T4;11,32
B Industrias extractivas;Percepciones por día de IT;2023T3;10,17
B Industrias extractivas;Percepciones por día de IT;2023T2;12,38
B Industrias extractivas;Percepciones por día de IT;2023T1;12,38
B Industrias extractivas;Percepciones por día de IT;2022T4;15,94
B Industrias extractivas;Percepciones por día de IT;2022T3;13,63
B Industrias extractivas;Percepciones por día de IT;2022T2;14,69
B Industrias extractivas;Percepciones por día de IT;2022T1;13,12
B Industrias extractivas;Percepciones por día de IT;2021T4;11
B Industrias extractivas;Percepciones por día de IT;2021T3;15,66
B Industrias extractivas;Percepciones por día de IT;2021T2;16,2
B Industrias extractivas;Percepciones por día de IT;2021T1;12,68
B Industrias extractivas;Percepciones por día de IT;2020T4;11,33
B Industrias extractivas;Percepciones por día de IT;2020T3;13,44
B Industrias extractivas;Percepciones por día de IT;2020T2;24,51
B Industrias extractivas;Percepciones por día de IT;2020T1;14,69
B Industrias extractivas;Percepciones por día de IT;2019T4;11,89
B Industrias extractivas;Percepciones por día de IT;2019T3;11,11
B Industrias extractivas;Percepciones por día de IT;2019T2;9,46
B Industrias extractivas;Percepciones por día de IT;2019T1;11,15
B Industrias extractivas;Percepciones por día de IT;2018T4;10,02
B Industrias extractivas;Percepciones por día de IT;2018T3;10,12
B Industrias extractivas;Percepciones por día de IT;2018T2;13,22
B Industrias extractivas;Percepciones por día de IT;2018T1;11,57
B Industrias extractivas;Percepciones por día de IT;2017T4;13,45
B Industrias extractivas;Percepciones por día de IT;2017T3;12,21
B Industrias extractivas;Percepciones por día de IT;2017T2;15,2
B Industrias extractivas;Percepciones por día de IT;2017T1;14,32
B Industrias extractivas;Percepciones por día de IT;2016T4;11,6
B Industrias extractivas;Percepciones por día de IT;2016T3;12,54
B Industrias extractivas;Percepciones por día de IT;2016T2;17,34
B Industrias extractivas;Percepciones por día de IT;2016T1;13,49
B Industrias extractivas;Percepciones por día de IT;2015T4;13,18
B Industrias extractivas;Percepciones por día de IT;2015T3;15,07
B Industrias extractivas;Percepciones por día de IT;2015T2;14,64
B Industrias extractivas;Percepciones por día de IT;2015T1;15,47
B Industrias extractivas;Percepciones por día de IT;2014T4;15,33
B Industrias extractivas;Percepciones por día de IT;2014T3;14,15
B Industrias extractivas;Percepciones por día de IT;2014T2;18,66
B Industrias extractivas;Percepciones por día de IT;2014T1;15,55
B Industrias extractivas;Percepciones por día de IT;2013T4;13,42
B Industrias extractivas;Percepciones por día de IT;2013T3;15,11
B Industrias extractivas;Percepciones por día de IT;2013T2;16,71
B Industrias extractivas;Percepciones por día de IT;2013T1;17,86
B Industrias extractivas;Percepciones por día de IT;2012T4;14,04
B Industrias extractivas;Percepciones por día de IT;2012T3;16,11
B Industrias extractivas;Percepciones por día de IT;2012T2;17,04
B Industrias extractivas;Percepciones por día de IT;2012T1;15,62
B Industrias extractivas;Percepciones por día de IT;2011T4;15,33
B Industrias extractivas;Percepciones por día de IT;2011T3;16,29
B Industrias extractivas;Percepciones por día de IT;2011T2;18,08
B Industrias extractivas;Percepciones por día de IT;2011T1;14,29
B Industrias extractivas;Percepciones por día de IT;2010T4;13,78
B Industrias extractivas;Percepciones por día de IT;2010T3;15,21
B Industrias extractivas;Percepciones por día de IT;2010T2;15,64
B Industrias extractivas;Percepciones por día de IT;2010T1;12,44
B Industrias extractivas;Percepciones por día de IT;2009T4;12,57
B Industrias extractivas;Percepciones por día de IT;2009T3;10,6
B Industrias extractivas;Percepciones por día de IT;2009T2;10,19
B Industrias extractivas;Percepciones por día de IT;2009T1;14,45
B Industrias extractivas;Percepciones por día de IT;2008T4;12,17
B Industrias extractivas;Percepciones por día de IT;2008T3;8,93
B Industrias extractivas;Percepciones por día de IT;2008T2;11,24
B Industrias extractivas;Percepciones por día de IT;2008T1;11,7
B Industrias extractivas;Coste indemnización por trabajador despedido;2024T4;31.669,27
B Industrias extractivas;Coste indemnización por trabajador despedido;2024T3;42.174,23
B Industrias extractivas;Coste indemnización por trabajador despedido;2024T2;13.925,59
B Industrias extractivas;Coste indemnización por trabajador despedido;2024T1;12.658,53
B Industrias extractivas;Coste indemnización por trabajador despedido;2023T4;18.736,65
B Industrias extractivas;Coste indemnización por trabajador despedido;2023T3;22.453,93
B Industrias extractivas;Coste indemnización por trabajador despedido;2023T2;103.974,4
B Industrias extractivas;Coste indemnización por trabajador despedido;2023T1;97.626,67
B Industrias extractivas;Coste indemnización por trabajador despedido;2022T4;7.792,23
B Industrias extractivas;Coste indemnización por trabajador despedido;2022T3;4.582,29
B Industrias extractivas;Coste indemnización por trabajador despedido;2022T2;6.017,57
B Industrias extractivas;Coste indemnización por trabajador despedido;2022T1;6.179,73
B Industrias extractivas;Coste indemnización por trabajador despedido;2021T4;38.461,99
B Industrias extractivas;Coste indemnización por trabajador despedido;2021T3;69.756,46
B Industrias extractivas;Coste indemnización por trabajador despedido;2021T2;254.334,9
B Industrias extractivas;Coste indemnización por trabajador despedido;2021T1;34.731,51
B Industrias extractivas;Coste indemnización por trabajador despedido;2020T4;278.868,4
B Industrias extractivas;Coste indemnización por trabajador despedido;2020T3;159.800
B Industrias extractivas;Coste indemnización por trabajador despedido;2020T2;49.922,13
B Industrias extractivas;Coste indemnización por trabajador despedido;2020T1;28.317,63
B Industrias extractivas;Coste indemnización por trabajador despedido;2019T4;11.761,95
B Industrias extractivas;Coste indemnización por trabajador despedido;2019T3;9.487,48
B Industrias extractivas;Coste indemnización por trabajador despedido;2019T2;5.178,51
B Industrias extractivas;Coste indemnización por trabajador despedido;2019T1;10.370,91
B Industrias extractivas;Coste indemnización por trabajador despedido;2018T4;13.403,84
B Industrias extractivas;Coste indemnización por trabajador despedido;2018T3;5.852,22
B Industrias extractivas;Coste indemnización por trabajador despedido;2018T2;21.650,69
B Industrias extractivas;Coste indemnización por trabajador despedido;2018T1;5.361,02
B Industrias extractivas;Coste indemnización por trabajador despedido;2017T4;2.010,86
B Industrias extractivas;Coste indemnización por trabajador despedido;2017T3;288.819,6
B Industrias extractivas;Coste indemnización por trabajador despedido;2017T2;439.739,6
B Industrias extractivas;Coste indemnización por trabajador despedido;2017T1;4.440,59
B Industrias extractivas;Coste indemnización por trabajador despedido;2016T4;6.002,95
B Industrias extractivas;Coste indemnización por trabajador despedido;2016T3;54.077,34
B Industrias extractivas;Coste indemnización por trabajador despedido;2016T2;65.987,76
B Industrias extractivas;Coste indemnización por trabajador despedido;2016T1;21.140,9
B Industrias extractivas;Coste indemnización por trabajador despedido;2015T4;18.811,66
B Industrias extractivas;Coste indemnización por trabajador despedido;2015T3;587,23
B Industrias extractivas;Coste indemnización por trabajador despedido;2015T2;22.087,23
B Industrias extractivas;Coste indemnización por trabajador despedido;2015T1;15.402,86
B Industrias extractivas;Coste indemnización por trabajador despedido;2014T4;22.905,11
B Industrias extractivas;Coste indemnización por trabajador despedido;2014T3;17.147,85
B Industrias extractivas;Coste indemnización por trabajador despedido;2014T2;17.156,2
B Industrias extractivas;Coste indemnización por trabajador despedido;2014T1;22.699,86
B Industrias extractivas;Coste indemnización por trabajador despedido;2013T4;15.923,74
B Industrias extractivas;Coste indemnización por trabajador despedido;2013T3;8.956,39
B Industrias extractivas;Coste indemnización por trabajador despedido;2013T2;3.914,61
B Industrias extractivas;Coste indemnización por trabajador despedido;2013T1;11.716,53
B Industrias extractivas;Coste indemnización por trabajador despedido;2012T4;21.850,14
B Industrias extractivas;Coste indemnización por trabajador despedido;2012T3;12.314,84
B Industrias extractivas;Coste indemnización por trabajador despedido;2012T2;14.781,49
B Industrias extractivas;Coste indemnización por trabajador despedido;2012T1;7.642,43
B Industrias extractivas;Coste indemnización por trabajador despedido;2011T4;10.432,31
B Industrias extractivas;Coste indemnización por trabajador despedido;2011T3;12.133,31
B Industrias extractivas;Coste indemnización por trabajador despedido;2011T2;13.610,03
B Industrias extractivas;Coste indemnización por trabajador despedido;2011T1;11.294,96
B Industrias extractivas;Coste indemnización por trabajador despedido;2010T4;183.152,3
B Industrias extractivas;Coste indemnización por trabajador despedido;2010T3;16.849,22
B Industrias extractivas;Coste indemnización por trabajador despedido;2010T2;22.025,13
B Industrias extractivas;Coste indemnización por trabajador despedido;2010T1;9.070,42
B Industrias extractivas;Coste indemnización por trabajador despedido;2009T4;22.429,11
B Industrias extractivas;Coste indemnización por trabajador despedido;2009T3;12.310,29
B Industrias extractivas;Coste indemnización por trabajador despedido;2009T2;14.148,14
B Industrias extractivas;Coste indemnización por trabajador despedido;2009T1;4.327,04
B Industrias extractivas;Coste indemnización por trabajador despedido;2008T4;12.805,76
B Industrias extractivas;Coste indemnización por trabajador despedido;2008T3;9.376,73
B Industrias extractivas;Coste indemnización por trabajador despedido;2008T2;24.426,01
B Industrias extractivas;Coste indemnización por trabajador despedido;2008T1;3.664,79
C Industria manufacturera;Percepciones por día de IT;2024T4;11,33
C Industria manufacturera;Percepciones por día de IT;2024T3;10,47
C Industria manufacturera;Percepciones por día de IT;2024T2;11,83
C Industria manufacturera;Percepciones por día de IT;2024T1;12,86
C Industria manufacturera;Percepciones por día de IT;2023T4;11,26
C Industria manufacturera;Percepciones por día de IT;2023T3;10,36
C Industria manufacturera;Percepciones por día de IT;2023T2;11,36
C Industria manufacturera;Percepciones por día de IT;2023T1;12,82
C Industria manufacturera;Percepciones por día de IT;2022T4;10,9
C Industria manufacturera;Percepciones por día de IT;2022T3;10,52
C Industria manufacturera;Percepciones por día de IT;2022T2;11,6
C Industria manufacturera;Percepciones por día de IT;2022T1;10,71
C Industria manufacturera;Percepciones por día de IT;2021T4;10,81
C Industria manufacturera;Percepciones por día de IT;2021T3;10,1
C Industria manufacturera;Percepciones por día de IT;2021T2;11,08
C Industria manufacturera;Percepciones por día de IT;2021T1;10,97
C Industria manufacturera;Percepciones por día de IT;2020T4;10,12
C Industria manufacturera;Percepciones por día de IT;2020T3;9,87
C Industria manufacturera;Percepciones por día de IT;2020T2;16,36
C Industria manufacturera;Percepciones por día de IT;2020T1;14,43
C Industria manufacturera;Percepciones por día de IT;2019T4;11,51
C Industria manufacturera;Percepciones por día de IT;2019T3;10,35
C Industria manufacturera;Percepciones por día de IT;2019T2;11,83
C Industria manufacturera;Percepciones por día de IT;2019T1;14,45
C Industria manufacturera;Percepciones por día de IT;2018T4;12,71
C Industria manufacturera;Percepciones por día de IT;2018T3;11,25
C Industria manufacturera;Percepciones por día de IT;2018T2;12,58
C Industria manufacturera;Percepciones por día de IT;2018T1;14,83
C Industria manufacturera;Percepciones por día de IT;2017T4;12,37
C Industria manufacturera;Percepciones por día de IT;2017T3;11,64
C Industria manufacturera;Percepciones por día de IT;2017T2;12,42
C Industria manufacturera;Percepciones por día de IT;2017T1;14,14
C Industria manufacturera;Percepciones por día de IT;2016T4;12,07
C Industria manufacturera;Percepciones por día de IT;2016T3;10,98
C Industria manufacturera;Percepciones por día de IT;2016T2;12,53
C Industria manufacturera;Percepciones por día de IT;2016T1;13,7
C Industria manufacturera;Percepciones por día de IT;2015T4;12,56
C Industria manufacturera;Percepciones por día de IT;2015T3;11,52
C Industria manufacturera;Percepciones por día de IT;2015T2;12,94
C Industria manufacturera;Percepciones por día de IT;2015T1;14,98
C Industria manufacturera;Percepciones por día de IT;2014T4;15,45
C Industria manufacturera;Percepciones por día de IT;2014T3;13,49
C Industria manufacturera;Percepciones por día de IT;2014T2;14,94
C Industria manufacturera;Percepciones por día de IT;2014T1;16,89
C Industria manufacturera;Percepciones por día de IT;2013T4;16,41
C Industria manufacturera;Percepciones por día de IT;2013T3;15,13
C Industria manufacturera;Percepciones por día de IT;2013T2;16,99
C Industria manufacturera;Percepciones por día de IT;2013T1;17,27
C Industria manufacturera;Percepciones por día de IT;2012T4;15,08
C Industria manufacturera;Percepciones por día de IT;2012T3;14,8
C Industria manufacturera;Percepciones por día de IT;2012T2;16,24
C Industria manufacturera;Percepciones por día de IT;2012T1;16,5
C Industria manufacturera;Percepciones por día de IT;2011T4;14,88
C Industria manufacturera;Percepciones por día de IT;2011T3;13,46
C Industria manufacturera;Percepciones por día de IT;2011T2;15,04
C Industria manufacturera;Percepciones por día de IT;2011T1;16,07
C Industria manufacturera;Percepciones por día de IT;2010T4;14,41
C Industria manufacturera;Percepciones por día de IT;2010T3;13,95
C Industria manufacturera;Percepciones por día de IT;2010T2;14,46
C Industria manufacturera;Percepciones por día de IT;2010T1;14,76
C Industria manufacturera;Percepciones por día de IT;2009T4;14,74
C Industria manufacturera;Percepciones por día de IT;2009T3;13,48
C Industria manufacturera;Percepciones por día de IT;2009T2;13,5
C Industria manufacturera;Percepciones por día de IT;2009T1;15
C Industria manufacturera;Percepciones por día de IT;2008T4;13,75
C Industria manufacturera;Percepciones por día de IT;2008T3;12,58
C Industria manufacturera;Percepciones por día de IT;2008T2;13,16
C Industria manufacturera;Percepciones por día de IT;2008T1;14,55
C Industria manufacturera;Coste indemnización por trabajador despedido;2024T4;10.200,19
C Industria manufacturera;Coste indemnización por trabajador despedido;2024T3;4.105,03
C Industria manufacturera;Coste indemnización por trabajador despedido;2024T2;11.841,08
C Industria manufacturera;Coste indemnización por trabajador despedido;2024T1;12.662,99
C Industria manufacturera;Coste indemnización por trabajador despedido;2023T4;9.558,81
C Industria manufacturera;Coste indemnización por trabajador despedido;2023T3;11.749,32
C Industria manufacturera;Coste indemnización por trabajador despedido;2023T2;13.192,3
C Industria manufacturera;Coste indemnización por trabajador despedido;2023T1;13.425,03
C Industria manufacturera;Coste indemnización por trabajador despedido;2022T4;9.194,98
C Industria manufacturera;Coste indemnización por trabajador despedido;2022T3;8.497,7
C Industria manufacturera;Coste indemnización por trabajador despedido;2022T2;13.548,39
C Industria manufacturera;Coste indemnización por trabajador despedido;2022T1;17.042,89
C Industria manufacturera;Coste indemnización por trabajador despedido;2021T4;20.056,99
C Industria manufacturera;Coste indemnización por trabajador despedido;2021T3;14.844,17
C Industria manufacturera;Coste indemnización por trabajador despedido;2021T2;15.574,6
C Industria manufacturera;Coste indemnización por trabajador despedido;2021T1;14.599,89
C Industria manufacturera;Coste indemnización por trabajador despedido;2020T4;19.050,28
C Industria manufacturera;Coste indemnización por trabajador despedido;2020T3;14.836,5
C Industria manufacturera;Coste indemnización por trabajador despedido;2020T2;10.817,53
C Industria manufacturera;Coste indemnización por trabajador despedido;2020T1;9.027,35
C Industria manufacturera;Coste indemnización por trabajador despedido;2019T4;16.884,8
C Industria manufacturera;Coste indemnización por trabajador despedido;2019T3;11.032,61
C Industria manufacturera;Coste indemnización por trabajador despedido;2019T2;14.942,82
C Industria manufacturera;Coste indemnización por trabajador despedido;2019T1;11.856,87
C Industria manufacturera;Coste indemnización por trabajador despedido;2018T4;21.142,23
C Industria manufacturera;Coste indemnización por trabajador despedido;2018T3;14.590,32
C Industria manufacturera;Coste indemnización por trabajador despedido;2018T2;13.558,82
C Industria manufacturera;Coste indemnización por trabajador despedido;2018T1;15.506,47
C Industria manufacturera;Coste indemnización por trabajador despedido;2017T4;14.363,72
C Industria manufacturera;Coste indemnización por trabajador despedido;2017T3;13.285,13
C Industria manufacturera;Coste indemnización por trabajador despedido;2017T2;14.729,05
C Industria manufacturera;Coste indemnización por trabajador despedido;2017T1;20.317,58
C Industria manufacturera;Coste indemnización por trabajador despedido;2016T4;17.181,47
C Industria manufacturera;Coste indemnización por trabajador despedido;2016T3;8.636,2
C Industria manufacturera;Coste indemnización por trabajador despedido;2016T2;15.120,67
C Industria manufacturera;Coste indemnización por trabajador despedido;2016T1;8.405,91
C Industria manufacturera;Coste indemnización por trabajador despedido;2015T4;18.371,31
C Industria manufacturera;Coste indemnización por trabajador despedido;2015T3;8.802,81
C Industria manufacturera;Coste indemnización por trabajador despedido;2015T2;16.712,12
C Industria manufacturera;Coste indemnización por trabajador despedido;2015T1;16.140,87
C Industria manufacturera;Coste indemnización por trabajador despedido;2014T4;15.357,25
C Industria manufacturera;Coste indemnización por trabajador despedido;2014T3;17.305,12
C Industria manufacturera;Coste indemnización por trabajador despedido;2014T2;16.222,65
C Industria manufacturera;Coste indemnización por trabajador despedido;2014T1;16.647,05
C Industria manufacturera;Coste indemnización por trabajador despedido;2013T4;16.440,65
C Industria manufacturera;Coste indemnización por trabajador despedido;2013T3;18.796,69
C Industria manufacturera;Coste indemnización por trabajador despedido;2013T2;15.963,16
C Industria manufacturera;Coste indemnización por trabajador despedido;2013T1;13.891,98
C Industria manufacturera;Coste indemnización por trabajador despedido;2012T4;16.436,92
C Industria manufacturera;Coste indemnización por trabajador despedido;2012T3;14.046,99
C Industria manufacturera;Coste indemnización por trabajador despedido;2012T2;17.277,3
C Industria manufacturera;Coste indemnización por trabajador despedido;2012T1;16.826,97
C Industria manufacturera;Coste indemnización por trabajador despedido;2011T4;15.528,97
C Industria manufacturera;Coste indemnización por trabajador despedido;2011T3;11.796,57
C Industria manufacturera;Coste indemnización por trabajador despedido;2011T2;13.866,27
C Industria manufacturera;Coste indemnización por trabajador despedido;2011T1;18.089,84
C Industria manufacturera;Coste indemnización por trabajador despedido;2010T4;20.923,23
C Industria manufacturera;Coste indemnización por trabajador despedido;2010T3;14.975,64
C Industria manufacturera;Coste indemnización por trabajador despedido;2010T2;21.582,03
C Industria manufacturera;Coste indemnización por trabajador despedido;2010T1;17.256,73
C Industria manufacturera;Coste indemnización por trabajador despedido;2009T4;15.968,83
C Industria manufacturera;Coste indemnización por trabajador despedido;2009T3;13.192,54
C Industria manufacturera;Coste indemnización por trabajador despedido;2009T2;14.395,26
C Industria manufacturera;Coste indemnización por trabajador despedido;2009T1;14.819,07
C Industria manufacturera;Coste indemnización por trabajador despedido;2008T4;11.877,28
C Industria manufacturera;Coste indemnización por trabajador despedido;2008T3;11.033,96
C Industria manufacturera;Coste indemnización por trabajador despedido;2008T2;12.411,41
C Industria manufacturera;Coste indemnización por trabajador despedido;2008T1;15.289,57
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2024T4;54,69
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2024T3;44,14
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2024T2;49,96
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2024T1;56,12
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2023T4;46,94
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2023T3;39,48
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2023T2;42,87
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2023T1;48,13
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2022T4;42,24
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2022T3;45,91
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2022T2;48,57
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2022T1;51,69
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2021T4;44,38
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2021T3;39,43
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2021T2;46,86
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2021T1;53,07
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2020T4;56,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2020T3;46,47
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2020T2;52,74
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2020T1;47,29
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2019T4;46,88
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2019T3;45,68
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2019T2;53,09
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2019T1;62,13
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2018T4;54,68
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2018T3;56
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2018T2;58,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2018T1;61,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2017T4;50,86
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2017T3;57,65
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2017T2;55,61
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2017T1;52,89
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2016T4;58,85
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2016T3;55,34
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2016T2;60,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2016T1;63,49
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2015T4;62,57
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2015T3;51,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2015T2;62,05
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2015T1;64,71
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2014T4;69,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2014T3;61,63
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2014T2;61,83
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2014T1;61,37
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2013T4;59,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2013T3;68,48
D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percepciones por día de IT;2013T2;63,17
