Tamaño del establecimiento;Sectores de actividad CNAE 2009;Componentes del coste;Periodo;Total
Total;Industria;Coste salarial ordinario por hora;2008T1;11,59
Total;Industria;Otros costes por hora;2024T4;7,14
Total;Industria;Otros costes por hora;2024T3;7,66
Total;Industria;Otros costes por hora;2024T2;6,66
Total;Industria;Otros costes por hora;2024T1;6,77
Total;Industria;Otros costes por hora;2023T4;6,84
Total;Industria;Otros costes por hora;2023T3;7,19
Total;Industria;Otros costes por hora;2023T2;6,53
Total;Industria;Otros costes por hora;2023T1;6,23
Total;Industria;Otros costes por hora;2022T4;6,34
Total;Industria;Otros costes por hora;2022T3;6,72
Total;Industria;Otros costes por hora;2022T2;5,98
Total;Industria;Otros costes por hora;2022T1;5,9
Total;Industria;Otros costes por hora;2021T4;6,29
Total;Industria;Otros costes por hora;2021T3;6,56
Total;Industria;Otros costes por hora;2021T2;6,1
Total;Industria;Otros costes por hora;2021T1;6,01
Total;Industria;Otros costes por hora;2020T4;6,33
Total;Industria;Otros costes por hora;2020T3;6,56
Total;Industria;Otros costes por hora;2020T2;6,69
Total;Industria;Otros costes por hora;2020T1;5,79
Total;Industria;Otros costes por hora;2019T4;5,96
Total;Industria;Otros costes por hora;2019T3;6,41
Total;Industria;Otros costes por hora;2019T2;5,75
Total;Industria;Otros costes por hora;2019T1;5,52
Total;Industria;Otros costes por hora;2018T4;5,81
Total;Industria;Otros costes por hora;2018T3;6,24
Total;Industria;Otros costes por hora;2018T2;5,37
Total;Industria;Otros costes por hora;2018T1;5,48
Total;Industria;Otros costes por hora;2017T4;5,75
Total;Industria;Otros costes por hora;2017T3;6,06
Total;Industria;Otros costes por hora;2017T2;5,5
Total;Industria;Otros costes por hora;2017T1;5,29
Total;Industria;Otros costes por hora;2016T4;5,66
Total;Industria;Otros costes por hora;2016T3;6,04
Total;Industria;Otros costes por hora;2016T2;5,19
Total;Industria;Otros costes por hora;2016T1;5,5
Total;Industria;Otros costes por hora;2015T4;5,55
Total;Industria;Otros costes por hora;2015T3;6
Total;Industria;Otros costes por hora;2015T2;5,42
Total;Industria;Otros costes por hora;2015T1;5,38
Total;Industria;Otros costes por hora;2014T4;5,73
Total;Industria;Otros costes por hora;2014T3;6,16
Total;Industria;Otros costes por hora;2014T2;5,58
Total;Industria;Otros costes por hora;2014T1;5,49
Total;Industria;Otros costes por hora;2013T4;5,63
Total;Industria;Otros costes por hora;2013T3;6,29
Total;Industria;Otros costes por hora;2013T2;5,41
Total;Industria;Otros costes por hora;2013T1;5,66
Total;Industria;Otros costes por hora;2012T4;5,8
Total;Industria;Otros costes por hora;2012T3;6,12
Total;Industria;Otros costes por hora;2012T2;5,46
Total;Industria;Otros costes por hora;2012T1;5,4
Total;Industria;Otros costes por hora;2011T4;5,53
Total;Industria;Otros costes por hora;2011T3;5,87
Total;Industria;Otros costes por hora;2011T2;5,21
Total;Industria;Otros costes por hora;2011T1;5,14
Total;Industria;Otros costes por hora;2010T4;5,5
Total;Industria;Otros costes por hora;2010T3;5,72
Total;Industria;Otros costes por hora;2010T2;5,38
Total;Industria;Otros costes por hora;2010T1;5,45
Total;Industria;Otros costes por hora;2009T4;5,47
Total;Industria;Otros costes por hora;2009T3;5,92
Total;Industria;Otros costes por hora;2009T2;5,44
Total;Industria;Otros costes por hora;2009T1;5,43
Total;Industria;Otros costes por hora;2008T4;5,18
Total;Industria;Otros costes por hora;2008T3;5,54
Total;Industria;Otros costes por hora;2008T2;4,83
Total;Industria;Otros costes por hora;2008T1;4,87
Total;Construcción;Coste laboral total por hora;2024T4;23,12
Total;Construcción;Coste laboral total por hora;2024T3;21,85
Total;Construcción;Coste laboral total por hora;2024T2;21,15
Total;Construcción;Coste laboral total por hora;2024T1;19,7
Total;Construcción;Coste laboral total por hora;2023T4;23,14
Total;Construcción;Coste laboral total por hora;2023T3;21,05
Total;Construcción;Coste laboral total por hora;2023T2;20,97
Total;Construcción;Coste laboral total por hora;2023T1;18,54
Total;Construcción;Coste laboral total por hora;2022T4;21,66
Total;Construcción;Coste laboral total por hora;2022T3;19,76
Total;Construcción;Coste laboral total por hora;2022T2;20,35
Total;Construcción;Coste laboral total por hora;2022T1;17,83
Total;Construcción;Coste laboral total por hora;2021T4;20,57
Total;Construcción;Coste laboral total por hora;2021T3;19,14
Total;Construcción;Coste laboral total por hora;2021T2;19,42
Total;Construcción;Coste laboral total por hora;2021T1;17,59
Total;Construcción;Coste laboral total por hora;2020T4;20,68
Total;Construcción;Coste laboral total por hora;2020T3;18,58
Total;Construcción;Coste laboral total por hora;2020T2;20,52
Total;Construcción;Coste laboral total por hora;2020T1;17,32
Total;Construcción;Coste laboral total por hora;2019T4;20,19
Total;Construcción;Coste laboral total por hora;2019T3;18,65
Total;Construcción;Coste laboral total por hora;2019T2;18,79
Total;Construcción;Coste laboral total por hora;2019T1;16,65
Total;Construcción;Coste laboral total por hora;2018T4;19,83
Total;Construcción;Coste laboral total por hora;2018T3;18,26
Total;Construcción;Coste laboral total por hora;2018T2;17,99
Total;Construcción;Coste laboral total por hora;2018T1;16,95
Total;Construcción;Coste laboral total por hora;2017T4;19,34
Total;Construcción;Coste laboral total por hora;2017T3;18,12
Total;Construcción;Coste laboral total por hora;2017T2;18,45
Total;Construcción;Coste laboral total por hora;2017T1;16,26
Total;Construcción;Coste laboral total por hora;2016T4;19,47
Total;Construcción;Coste laboral total por hora;2016T3;18,19
Total;Construcción;Coste laboral total por hora;2016T2;17,99
Total;Construcción;Coste laboral total por hora;2016T1;17,29
Total;Construcción;Coste laboral total por hora;2015T4;19,52
Total;Construcción;Coste laboral total por hora;2015T3;18,63
Total;Construcción;Coste laboral total por hora;2015T2;19,01
Total;Construcción;Coste laboral total por hora;2015T1;17,02
Total;Construcción;Coste laboral total por hora;2014T4;19,94
Total;Construcción;Coste laboral total por hora;2014T3;18,68
Total;Construcción;Coste laboral total por hora;2014T2;19,39
Total;Construcción;Coste laboral total por hora;2014T1;17,34
Total;Construcción;Coste laboral total por hora;2013T4;20,33
Total;Construcción;Coste laboral total por hora;2013T3;18,69
Total;Construcción;Coste laboral total por hora;2013T2;18,98
Total;Construcción;Coste laboral total por hora;2013T1;17,75
Total;Construcción;Coste laboral total por hora;2012T4;20,46
Total;Construcción;Coste laboral total por hora;2012T3;18,85
Total;Construcción;Coste laboral total por hora;2012T2;19,21
Total;Construcción;Coste laboral total por hora;2012T1;17,14
Total;Construcción;Coste laboral total por hora;2011T4;20,25
Total;Construcción;Coste laboral total por hora;2011T3;18,55
Total;Construcción;Coste laboral total por hora;2011T2;18,39
Total;Construcción;Coste laboral total por hora;2011T1;16,71
Total;Construcción;Coste laboral total por hora;2010T4;19,41
Total;Construcción;Coste laboral total por hora;2010T3;17,6
Total;Construcción;Coste laboral total por hora;2010T2;17,82
Total;Construcción;Coste laboral total por hora;2010T1;16,42
Total;Construcción;Coste laboral total por hora;2009T4;19,15
Total;Construcción;Coste laboral total por hora;2009T3;17,95
Total;Construcción;Coste laboral total por hora;2009T2;17,9
Total;Construcción;Coste laboral total por hora;2009T1;16,29
Total;Construcción;Coste laboral total por hora;2008T4;18,06
Total;Construcción;Coste laboral total por hora;2008T3;17,36
Total;Construcción;Coste laboral total por hora;2008T2;16,08
Total;Construcción;Coste laboral total por hora;2008T1;15,51
Total;Construcción;Coste salarial total por hora;2024T4;16,53
Total;Construcción;Coste salarial total por hora;2024T3;15,04
Total;Construcción;Coste salarial total por hora;2024T2;14,96
Total;Construcción;Coste salarial total por hora;2024T1;13,5
Total;Construcción;Coste salarial total por hora;2023T4;16,75
Total;Construcción;Coste salarial total por hora;2023T3;14,55
Total;Construcción;Coste salarial total por hora;2023T2;15,03
Total;Construcción;Coste salarial total por hora;2023T1;12,82
Total;Construcción;Coste salarial total por hora;2022T4;15,74
Total;Construcción;Coste salarial total por hora;2022T3;13,81
Total;Construcción;Coste salarial total por hora;2022T2;14,82
Total;Construcción;Coste salarial total por hora;2022T1;12,38
Total;Construcción;Coste salarial total por hora;2021T4;14,88
Total;Construcción;Coste salarial total por hora;2021T3;13,33
Total;Construcción;Coste salarial total por hora;2021T2;13,92
Total;Construcción;Coste salarial total por hora;2021T1;12,11
Total;Construcción;Coste salarial total por hora;2020T4;15,07
Total;Construcción;Coste salarial total por hora;2020T3;13,04
Total;Construcción;Coste salarial total por hora;2020T2;14,82
Total;Construcción;Coste salarial total por hora;2020T1;11,94
Total;Construcción;Coste salarial total por hora;2019T4;14,68
Total;Construcción;Coste salarial total por hora;2019T3;13
Total;Construcción;Coste salarial total por hora;2019T2;13,52
Total;Construcción;Coste salarial total por hora;2019T1;11,55
Total;Construcción;Coste salarial total por hora;2018T4;14,43
Total;Construcción;Coste salarial total por hora;2018T3;12,76
Total;Construcción;Coste salarial total por hora;2018T2;12,96
Total;Construcción;Coste salarial total por hora;2018T1;11,73
Total;Construcción;Coste salarial total por hora;2017T4;13,96
Total;Construcción;Coste salarial total por hora;2017T3;12,61
Total;Construcción;Coste salarial total por hora;2017T2;13,22
Total;Construcción;Coste salarial total por hora;2017T1;11,27
Total;Construcción;Coste salarial total por hora;2016T4;14,06
Total;Construcción;Coste salarial total por hora;2016T3;12,68
Total;Construcción;Coste salarial total por hora;2016T2;12,89
Total;Construcción;Coste salarial total por hora;2016T1;11,96
Total;Construcción;Coste salarial total por hora;2015T4;14,12
Total;Construcción;Coste salarial total por hora;2015T3;12,97
Total;Construcción;Coste salarial total por hora;2015T2;13,56
Total;Construcción;Coste salarial total por hora;2015T1;11,7
Total;Construcción;Coste salarial total por hora;2014T4;14,4
Total;Construcción;Coste salarial total por hora;2014T3;12,98
Total;Construcción;Coste salarial total por hora;2014T2;13,92
Total;Construcción;Coste salarial total por hora;2014T1;11,67
Total;Construcción;Coste salarial total por hora;2013T4;14,49
Total;Construcción;Coste salarial total por hora;2013T3;12,88
Total;Construcción;Coste salarial total por hora;2013T2;13,4
Total;Construcción;Coste salarial total por hora;2013T1;12
Total;Construcción;Coste salarial total por hora;2012T4;14,62
Total;Construcción;Coste salarial total por hora;2012T3;12,96
Total;Construcción;Coste salarial total por hora;2012T2;13,59
Total;Construcción;Coste salarial total por hora;2012T1;11,54
Total;Construcción;Coste salarial total por hora;2011T4;14,41
Total;Construcción;Coste salarial total por hora;2011T3;12,73
Total;Construcción;Coste salarial total por hora;2011T2;13,06
Total;Construcción;Coste salarial total por hora;2011T1;11,37
Total;Construcción;Coste salarial total por hora;2010T4;13,94
Total;Construcción;Coste salarial total por hora;2010T3;12,07
Total;Construcción;Coste salarial total por hora;2010T2;12,64
Total;Construcción;Coste salarial total por hora;2010T1;11,22
Total;Construcción;Coste salarial total por hora;2009T4;13,69
Total;Construcción;Coste salarial total por hora;2009T3;12,31
Total;Construcción;Coste salarial total por hora;2009T2;12,57
Total;Construcción;Coste salarial total por hora;2009T1;11
Total;Construcción;Coste salarial total por hora;2008T4;12,77
Total;Construcción;Coste salarial total por hora;2008T3;11,92
Total;Construcción;Coste salarial total por hora;2008T2;11,34
Total;Construcción;Coste salarial total por hora;2008T1;10,67
Total;Construcción;Coste salarial ordinario por hora;2024T4;13,45
Total;Construcción;Coste salarial ordinario por hora;2024T3;14,11
Total;Construcción;Coste salarial ordinario por hora;2024T2;12,61
Total;Construcción;Coste salarial ordinario por hora;2024T1;12,73
Total;Construcción;Coste salarial ordinario por hora;2023T4;13,26
Total;Construcción;Coste salarial ordinario por hora;2023T3;13,61
Total;Construcción;Coste salarial ordinario por hora;2023T2;12,54
Total;Construcción;Coste salarial ordinario por hora;2023T1;12,03
Total;Construcción;Coste salarial ordinario por hora;2022T4;12,61
Total;Construcción;Coste salarial ordinario por hora;2022T3;12,78
Total;Construcción;Coste salarial ordinario por hora;2022T2;11,9
Total;Construcción;Coste salarial ordinario por hora;2022T1;11,58
Total;Construcción;Coste salarial ordinario por hora;2021T4;12,13
Total;Construcción;Coste salarial ordinario por hora;2021T3;12,41
Total;Construcción;Coste salarial ordinario por hora;2021T2;11,69
Total;Construcción;Coste salarial ordinario por hora;2021T1;11,45
Total;Construcción;Coste salarial ordinario por hora;2020T4;11,97
Total;Construcción;Coste salarial ordinario por hora;2020T3;12,1
Total;Construcción;Coste salarial ordinario por hora;2020T2;11,92
Total;Construcción;Coste salarial ordinario por hora;2020T1;11,21
Total;Construcción;Coste salarial ordinario por hora;2019T4;11,62
Total;Construcción;Coste salarial ordinario por hora;2019T3;11,98
Total;Construcción;Coste salarial ordinario por hora;2019T2;11,14
Total;Construcción;Coste salarial ordinario por hora;2019T1;10,8
Total;Construcción;Coste salarial ordinario por hora;2018T4;11,51
Total;Construcción;Coste salarial ordinario por hora;2018T3;11,76
Total;Construcción;Coste salarial ordinario por hora;2018T2;10,67
Total;Construcción;Coste salarial ordinario por hora;2018T1;10,96
Total;Construcción;Coste salarial ordinario por hora;2017T4;11,32
Total;Construcción;Coste salarial ordinario por hora;2017T3;11,63
Total;Construcción;Coste salarial ordinario por hora;2017T2;10,95
Total;Construcción;Coste salarial ordinario por hora;2017T1;10,6
Total;Construcción;Coste salarial ordinario por hora;2016T4;11,31
Total;Construcción;Coste salarial ordinario por hora;2016T3;11,67
Total;Construcción;Coste salarial ordinario por hora;2016T2;10,61
Total;Construcción;Coste salarial ordinario por hora;2016T1;11,15
Total;Construcción;Coste salarial ordinario por hora;2015T4;11,37
Total;Construcción;Coste salarial ordinario por hora;2015T3;11,9
Total;Construcción;Coste salarial ordinario por hora;2015T2;11,15
Total;Construcción;Coste salarial ordinario por hora;2015T1;10,93
Total;Construcción;Coste salarial ordinario por hora;2014T4;11,37
Total;Construcción;Coste salarial ordinario por hora;2014T3;11,89
Total;Construcción;Coste salarial ordinario por hora;2014T2;11,32
Total;Construcción;Coste salarial ordinario por hora;2014T1;10,93
Total;Construcción;Coste salarial ordinario por hora;2013T4;11,36
Total;Construcción;Coste salarial ordinario por hora;2013T3;11,77
Total;Construcción;Coste salarial ordinario por hora;2013T2;10,89
Total;Construcción;Coste salarial ordinario por hora;2013T1;11,22
Total;Construcción;Coste salarial ordinario por hora;2012T4;11,54
Total;Construcción;Coste salarial ordinario por hora;2012T3;11,9
Total;Construcción;Coste salarial ordinario por hora;2012T2;11,06
Total;Construcción;Coste salarial ordinario por hora;2012T1;10,71
Total;Construcción;Coste salarial ordinario por hora;2011T4;11,3
Total;Construcción;Coste salarial ordinario por hora;2011T3;11,77
Total;Construcción;Coste salarial ordinario por hora;2011T2;10,7
Total;Construcción;Coste salarial ordinario por hora;2011T1;10,49
Total;Construcción;Coste salarial ordinario por hora;2010T4;11,04
Total;Construcción;Coste salarial ordinario por hora;2010T3;11,18
Total;Construcción;Coste salarial ordinario por hora;2010T2;10,53
Total;Construcción;Coste salarial ordinario por hora;2010T1;10,47
Total;Construcción;Coste salarial ordinario por hora;2009T4;11,08
Total;Construcción;Coste salarial ordinario por hora;2009T3;11,43
Total;Construcción;Coste salarial ordinario por hora;2009T2;10,69
Total;Construcción;Coste salarial ordinario por hora;2009T1;10,48
Total;Construcción;Coste salarial ordinario por hora;2008T4;10,56
Total;Construcción;Coste salarial ordinario por hora;2008T3;11,16
Total;Construcción;Coste salarial ordinario por hora;2008T2;9,81
Total;Construcción;Coste salarial ordinario por hora;2008T1;10
Total;Construcción;Otros costes por hora;2024T4;6,59
Total;Construcción;Otros costes por hora;2024T3;6,81
Total;Construcción;Otros costes por hora;2024T2;6,19
Total;Construcción;Otros costes por hora;2024T1;6,2
Total;Construcción;Otros costes por hora;2023T4;6,39
Total;Construcción;Otros costes por hora;2023T3;6,5
Total;Construcción;Otros costes por hora;2023T2;5,94
Total;Construcción;Otros costes por hora;2023T1;5,72
Total;Construcción;Otros costes por hora;2022T4;5,92
Total;Construcción;Otros costes por hora;2022T3;5,95
Total;Construcción;Otros costes por hora;2022T2;5,53
Total;Construcción;Otros costes por hora;2022T1;5,45
Total;Construcción;Otros costes por hora;2021T4;5,69
Total;Construcción;Otros costes por hora;2021T3;5,81
Total;Construcción;Otros costes por hora;2021T2;5,5
Total;Construcción;Otros costes por hora;2021T1;5,48
Total;Construcción;Otros costes por hora;2020T4;5,61
Total;Construcción;Otros costes por hora;2020T3;5,54
Total;Construcción;Otros costes por hora;2020T2;5,7
Total;Construcción;Otros costes por hora;2020T1;5,38
Total;Construcción;Otros costes por hora;2019T4;5,51
Total;Construcción;Otros costes por hora;2019T3;5,65
Total;Construcción;Otros costes por hora;2019T2;5,27
Total;Construcción;Otros costes por hora;2019T1;5,1
Total;Construcción;Otros costes por hora;2018T4;5,4
Total;Construcción;Otros costes por hora;2018T3;5,5
Total;Construcción;Otros costes por hora;2018T2;5,03
Total;Construcción;Otros costes por hora;2018T1;5,22
Total;Construcción;Otros costes por hora;2017T4;5,38
Total;Construcción;Otros costes por hora;2017T3;5,51
Total;Construcción;Otros costes por hora;2017T2;5,23
Total;Construcción;Otros costes por hora;2017T1;4,99
Total;Construcción;Otros costes por hora;2016T4;5,41
Total;Construcción;Otros costes por hora;2016T3;5,51
Total;Construcción;Otros costes por hora;2016T2;5,1
Total;Construcción;Otros costes por hora;2016T1;5,33
Total;Construcción;Otros costes por hora;2015T4;5,4
Total;Construcción;Otros costes por hora;2015T3;5,66
Total;Construcción;Otros costes por hora;2015T2;5,45
Total;Construcción;Otros costes por hora;2015T1;5,32
Total;Construcción;Otros costes por hora;2014T4;5,54
Total;Construcción;Otros costes por hora;2014T3;5,7
Total;Construcción;Otros costes por hora;2014T2;5,47
Total;Construcción;Otros costes por hora;2014T1;5,67
Total;Construcción;Otros costes por hora;2013T4;5,84
Total;Construcción;Otros costes por hora;2013T3;5,81
Total;Construcción;Otros costes por hora;2013T2;5,58
Total;Construcción;Otros costes por hora;2013T1;5,75
Total;Construcción;Otros costes por hora;2012T4;5,84
Total;Construcción;Otros costes por hora;2012T3;5,89
Total;Construcción;Otros costes por hora;2012T2;5,62
Total;Construcción;Otros costes por hora;2012T1;5,6
Total;Construcción;Otros costes por hora;2011T4;5,84
Total;Construcción;Otros costes por hora;2011T3;5,82
Total;Construcción;Otros costes por hora;2011T2;5,33
Total;Construcción;Otros costes por hora;2011T1;5,34
Total;Construcción;Otros costes por hora;2010T4;5,47
Total;Construcción;Otros costes por hora;2010T3;5,53
Total;Construcción;Otros costes por hora;2010T2;5,18
Total;Construcción;Otros costes por hora;2010T1;5,2
Total;Construcción;Otros costes por hora;2009T4;5,46
Total;Construcción;Otros costes por hora;2009T3;5,64
Total;Construcción;Otros costes por hora;2009T2;5,33
Total;Construcción;Otros costes por hora;2009T1;5,29
Total;Construcción;Otros costes por hora;2008T4;5,29
Total;Construcción;Otros costes por hora;2008T3;5,44
Total;Construcción;Otros costes por hora;2008T2;4,74
Total;Construcción;Otros costes por hora;2008T1;4,84
Total;Servicios;Coste laboral total por hora;2024T4;25,43
Total;Servicios;Coste laboral total por hora;2024T3;24,87
Total;Servicios;Coste laboral total por hora;2024T2;23,54
Total;Servicios;Coste laboral total por hora;2024T1;23,11
Total;Servicios;Coste laboral total por hora;2023T4;24,76
Total;Servicios;Coste laboral total por hora;2023T3;23,59
Total;Servicios;Coste laboral total por hora;2023T2;23,09
Total;Servicios;Coste laboral total por hora;2023T1;21,52
Total;Servicios;Coste laboral total por hora;2022T4;23,37
Total;Servicios;Coste laboral total por hora;2022T3;22,31
Total;Servicios;Coste laboral total por hora;2022T2;21,6
Total;Servicios;Coste laboral total por hora;2022T1;20,66
Total;Servicios;Coste laboral total por hora;2021T4;22,54
Total;Servicios;Coste laboral total por hora;2021T3;21,7
Total;Servicios;Coste laboral total por hora;2021T2;21,6
Total;Servicios;Coste laboral total por hora;2021T1;20,65
Total;Servicios;Coste laboral total por hora;2020T4;22,48
Total;Servicios;Coste laboral total por hora;2020T3;21,83
Total;Servicios;Coste laboral total por hora;2020T2;22,73
Total;Servicios;Coste laboral total por hora;2020T1;19,87
Total;Servicios;Coste laboral total por hora;2019T4;21,24
Total;Servicios;Coste laboral total por hora;2019T3;20,79
Total;Servicios;Coste laboral total por hora;2019T2;20,17
Total;Servicios;Coste laboral total por hora;2019T1;18,92
Total;Servicios;Coste laboral total por hora;2018T4;20,77
Total;Servicios;Coste laboral total por hora;2018T3;20,27
Total;Servicios;Coste laboral total por hora;2018T2;19,01
Total;Servicios;Coste laboral total por hora;2018T1;18,86
Total;Servicios;Coste laboral total por hora;2017T4;20,66
Total;Servicios;Coste laboral total por hora;2017T3;19,72
Total;Servicios;Coste laboral total por hora;2017T2;19,34
Total;Servicios;Coste laboral total por hora;2017T1;18,15
Total;Servicios;Coste laboral total por hora;2016T4;20,39
Total;Servicios;Coste laboral total por hora;2016T3;19,81
Total;Servicios;Coste laboral total por hora;2016T2;18,67
Total;Servicios;Coste laboral total por hora;2016T1;18,94
Total;Servicios;Coste laboral total por hora;2015T4;20,28
Total;Servicios;Coste laboral total por hora;2015T3;19,76
Total;Servicios;Coste laboral total por hora;2015T2;19,39
Total;Servicios;Coste laboral total por hora;2015T1;18,37
Total;Servicios;Coste laboral total por hora;2014T4;19,84
Total;Servicios;Coste laboral total por hora;2014T3;19,83
Total;Servicios;Coste laboral total por hora;2014T2;19,26
Total;Servicios;Coste laboral total por hora;2014T1;18,07
Total;Servicios;Coste laboral total por hora;2013T4;20,12
Total;Servicios;Coste laboral total por hora;2013T3;19,85
Total;Servicios;Coste laboral total por hora;2013T2;18,61
Total;Servicios;Coste laboral total por hora;2013T1;18,39
Total;Servicios;Coste laboral total por hora;2012T4;19,63
Total;Servicios;Coste laboral total por hora;2012T3;19,79
Total;Servicios;Coste laboral total por hora;2012T2;19,16
Total;Servicios;Coste laboral total por hora;2012T1;18,15
Total;Servicios;Coste laboral total por hora;2011T4;20,33
Total;Servicios;Coste laboral total por hora;2011T3;19,94
Total;Servicios;Coste laboral total por hora;2011T2;19,23
Total;Servicios;Coste laboral total por hora;2011T1;17,99
Total;Servicios;Coste laboral total por hora;2010T4;19,88
Total;Servicios;Coste laboral total por hora;2010T3;19,04
Total;Servicios;Coste laboral total por hora;2010T2;18,98
Total;Servicios;Coste laboral total por hora;2010T1;17,99
Total;Servicios;Coste laboral total por hora;2009T4;19,72
Total;Servicios;Coste laboral total por hora;2009T3;19,34
Total;Servicios;Coste laboral total por hora;2009T2;18,79
Total;Servicios;Coste laboral total por hora;2009T1;17,62
Total;Servicios;Coste laboral total por hora;2008T4;18,81
Total;Servicios;Coste laboral total por hora;2008T3;18,57
Total;Servicios;Coste laboral total por hora;2008T2;17,24
Total;Servicios;Coste laboral total por hora;2008T1;17,09
Total;Servicios;Coste salarial total por hora;2024T4;19,16
Total;Servicios;Coste salarial total por hora;2024T3;18,26
Total;Servicios;Coste salarial total por hora;2024T2;17,61
Total;Servicios;Coste salarial total por hora;2024T1;17,06
Total;Servicios;Coste salarial total por hora;2023T4;18,64
Total;Servicios;Coste salarial total por hora;2023T3;17,37
Total;Servicios;Coste salarial total por hora;2023T2;17,28
Total;Servicios;Coste salarial total por hora;2023T1;15,89
Total;Servicios;Coste salarial total por hora;2022T4;17,78
Total;Servicios;Coste salarial total por hora;2022T3;16,54
Total;Servicios;Coste salarial total por hora;2022T2;16,26
Total;Servicios;Coste salarial total por hora;2022T1;15,28
Total;Servicios;Coste salarial total por hora;2021T4;17,08
Total;Servicios;Coste salarial total por hora;2021T3;16,1
Total;Servicios;Coste salarial total por hora;2021T2;16,22
Total;Servicios;Coste salarial total por hora;2021T1;15,23
Total;Servicios;Coste salarial total por hora;2020T4;16,91
Total;Servicios;Coste salarial total por hora;2020T3;16,17
Total;Servicios;Coste salarial total por hora;2020T2;16,87
Total;Servicios;Coste salarial total por hora;2020T1;14,71
Total;Servicios;Coste salarial total por hora;2019T4;16,06
Total;Servicios;Coste salarial total por hora;2019T3;15,36
Total;Servicios;Coste salarial total por hora;2019T2;15,15
Total;Servicios;Coste salarial total por hora;2019T1;14
Total;Servicios;Coste salarial total por hora;2018T4;15,8
Total;Servicios;Coste salarial total por hora;2018T3;15,01
Total;Servicios;Coste salarial total por hora;2018T2;14,32
Total;Servicios;Coste salarial total por hora;2018T1;14,01
Total;Servicios;Coste salarial total por hora;2017T4;15,7
Total;Servicios;Coste salarial total por hora;2017T3;14,6
Total;Servicios;Coste salarial total por hora;2017T2;14,61
Total;Servicios;Coste salarial total por hora;2017T1;13,44
Total;Servicios;Coste salarial total por hora;2016T4;15,54
Total;Servicios;Coste salarial total por hora;2016T3;14,68
Total;Servicios;Coste salarial total por hora;2016T2;14,07
Total;Servicios;Coste salarial total por hora;2016T1;14,07
Total;Servicios;Coste salarial total por hora;2015T4;15,44
Total;Servicios;Coste salarial total por hora;2015T3;14,61
Total;Servicios;Coste salarial total por hora;2015T2;14,59
Total;Servicios;Coste salarial total por hora;2015T1;13,61
Total;Servicios;Coste salarial total por hora;2014T4;15,05
Total;Servicios;Coste salarial total por hora;2014T3;14,64
Total;Servicios;Coste salarial total por hora;2014T2;14,47
Total;Servicios;Coste salarial total por hora;2014T1;13,28
Total;Servicios;Coste salarial total por hora;2013T4;15,2
Total;Servicios;Coste salarial total por hora;2013T3;14,61
Total;Servicios;Coste salarial total por hora;2013T2;13,99
Total;Servicios;Coste salarial total por hora;2013T1;13,53
Total;Servicios;Coste salarial total por hora;2012T4;14,78
Total;Servicios;Coste salarial total por hora;2012T3;14,66
Total;Servicios;Coste salarial total por hora;2012T2;14,45
Total;Servicios;Coste salarial total por hora;2012T1;13,43
Total;Servicios;Coste salarial total por hora;2011T4;15,39
Total;Servicios;Coste salarial total por hora;2011T3;14,7
Total;Servicios;Coste salarial total por hora;2011T2;14,43
Total;Servicios;Coste salarial total por hora;2011T1;13,29
Total;Servicios;Coste salarial total por hora;2010T4;15,11
Total;Servicios;Coste salarial total por hora;2010T3;14,11
Total;Servicios;Coste salarial total por hora;2010T2;14,34
Total;Servicios;Coste salarial total por hora;2010T1;13,32
Total;Servicios;Coste salarial total por hora;2009T4;14,98
Total;Servicios;Coste salarial total por hora;2009T3;14,3
Total;Servicios;Coste salarial total por hora;2009T2;14,14
Total;Servicios;Coste salarial total por hora;2009T1;12,97
Total;Servicios;Coste salarial total por hora;2008T4;14,29
Total;Servicios;Coste salarial total por hora;2008T3;13,77
Total;Servicios;Coste salarial total por hora;2008T2;12,94
Total;Servicios;Coste salarial total por hora;2008T1;12,72
Total;Servicios;Coste salarial ordinario por hora;2024T4;15,86
Total;Servicios;Coste salarial ordinario por hora;2024T3;16,65
Total;Servicios;Coste salarial ordinario por hora;2024T2;14,91
Total;Servicios;Coste salarial ordinario por hora;2024T1;15,08
Total;Servicios;Coste salarial ordinario por hora;2023T4;15,39
Total;Servicios;Coste salarial ordinario por hora;2023T3;15,89
Total;Servicios;Coste salarial ordinario por hora;2023T2;14,66
Total;Servicios;Coste salarial ordinario por hora;2023T1;14,09
Total;Servicios;Coste salarial ordinario por hora;2022T4;14,55
Total;Servicios;Coste salarial ordinario por hora;2022T3;15,12
Total;Servicios;Coste salarial ordinario por hora;2022T2;13,78
Total;Servicios;Coste salarial ordinario por hora;2022T1;13,6
Total;Servicios;Coste salarial ordinario por hora;2021T4;14,13
Total;Servicios;Coste salarial ordinario por hora;2021T3;14,7
Total;Servicios;Coste salarial ordinario por hora;2021T2;13,7
Total;Servicios;Coste salarial ordinario por hora;2021T1;13,68
Total;Servicios;Coste salarial ordinario por hora;2020T4;14
Total;Servicios;Coste salarial ordinario por hora;2020T3;14,76
Total;Servicios;Coste salarial ordinario por hora;2020T2;14,11
Total;Servicios;Coste salarial ordinario por hora;2020T1;13,19
Total;Servicios;Coste salarial ordinario por hora;2019T4;13,3
Total;Servicios;Coste salarial ordinario por hora;2019T3;14,08
Total;Servicios;Coste salarial ordinario por hora;2019T2;12,91
Total;Servicios;Coste salarial ordinario por hora;2019T1;12,55
