Secciones de la CNAE-09;Componentes del coste;Periodo;Total
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2012T4;14,13
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2012T3;14,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2012T2;20,94
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2012T1;20,31
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2011T4;23,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2011T3;19,75
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2011T2;19,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2011T1;19,03
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2010T4;23,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2010T3;19,15
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2010T2;19,28
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2010T1;18,33
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2009T4;22,99
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2009T3;19,31
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2009T2;18,98
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2009T1;17,86
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2008T4;21,12
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2008T3;17,6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2008T2;17,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2008T1;18,35
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2024T4;16,26
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2024T3;15,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2024T2;12,96
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2024T1;16,99
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2023T4;17,04
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2023T3;11,64
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2023T2;17,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2023T1;19,09
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2022T4;11,48
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2022T3;9,34
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2022T2;12,01
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2022T1;15,28
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2021T4;16,68
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2021T3;13,49
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2021T2;19,41
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2021T1;18,97
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2020T4;17,53
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2020T3;13,64
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2020T2;8,55
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2020T1;11,43
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2019T4;14,22
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2019T3;11,75
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2019T2;14,75
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2019T1;15,14
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2018T4;15,11
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2018T3;15,94
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2018T2;15,72
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2018T1;17,27
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2017T4;18,77
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2017T3;13,71
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2017T2;12,52
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2017T1;20,29
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2016T4;17,41
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2016T3;15,12
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2016T2;20,84
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2016T1;19,51
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2015T4;20,6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2015T3;19,35
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2015T2;21,61
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2015T1;21,76
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2014T4;24,14
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2014T3;24,19
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2014T2;24,83
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2014T1;35,73
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2013T4;35,33
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2013T3;36,56
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2013T2;31,53
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2013T1;43,74
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2012T4;37,21
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2012T3;32,31
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2012T2;35,98
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2012T1;50,05
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2011T4;48,45
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2011T3;39,18
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2011T2;41,23
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2011T1;47,93
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2010T4;36,51
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2010T3;25,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2010T2;31,23
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2010T1;44,59
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2009T4;36,85
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2009T3;32,19
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2009T2;37,18
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2009T1;54,61
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2008T4;39,17
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2008T3;25,49
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2008T2;27,39
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por despido;2008T1;20,63
B Industrias extractivas;Coste laboral total;2024T4;4.893,72
B Industrias extractivas;Coste laboral total;2024T3;4.481,02
B Industrias extractivas;Coste laboral total;2024T2;4.560,51
B Industrias extractivas;Coste laboral total;2024T1;4.466,49
B Industrias extractivas;Coste laboral total;2023T4;4.542,47
B Industrias extractivas;Coste laboral total;2023T3;4.158,6
B Industrias extractivas;Coste laboral total;2023T2;4.575,9
B Industrias extractivas;Coste laboral total;2023T1;4.398,33
B Industrias extractivas;Coste laboral total;2022T4;4.383,17
B Industrias extractivas;Coste laboral total;2022T3;4.200,18
B Industrias extractivas;Coste laboral total;2022T2;4.136,77
B Industrias extractivas;Coste laboral total;2022T1;3.959,43
B Industrias extractivas;Coste laboral total;2021T4;4.271,38
B Industrias extractivas;Coste laboral total;2021T3;3.969,85
B Industrias extractivas;Coste laboral total;2021T2;4.343,36
B Industrias extractivas;Coste laboral total;2021T1;5.249,02
B Industrias extractivas;Coste laboral total;2020T4;4.481,13
B Industrias extractivas;Coste laboral total;2020T3;4.107,16
B Industrias extractivas;Coste laboral total;2020T2;4.530,37
B Industrias extractivas;Coste laboral total;2020T1;4.695,68
B Industrias extractivas;Coste laboral total;2019T4;3.987,51
B Industrias extractivas;Coste laboral total;2019T3;3.793,65
B Industrias extractivas;Coste laboral total;2019T2;4.142,73
B Industrias extractivas;Coste laboral total;2019T1;4.512,96
B Industrias extractivas;Coste laboral total;2018T4;3.915,64
B Industrias extractivas;Coste laboral total;2018T3;3.609,02
B Industrias extractivas;Coste laboral total;2018T2;4.150,62
B Industrias extractivas;Coste laboral total;2018T1;4.306,78
B Industrias extractivas;Coste laboral total;2017T4;4.022,31
B Industrias extractivas;Coste laboral total;2017T3;4.008,35
B Industrias extractivas;Coste laboral total;2017T2;4.426,31
B Industrias extractivas;Coste laboral total;2017T1;4.254,99
B Industrias extractivas;Coste laboral total;2016T4;4.096,39
B Industrias extractivas;Coste laboral total;2016T3;3.864,78
B Industrias extractivas;Coste laboral total;2016T2;4.310,46
B Industrias extractivas;Coste laboral total;2016T1;4.180,43
B Industrias extractivas;Coste laboral total;2015T4;4.071,26
B Industrias extractivas;Coste laboral total;2015T3;3.697,98
B Industrias extractivas;Coste laboral total;2015T2;3.919,52
B Industrias extractivas;Coste laboral total;2015T1;3.819,06
B Industrias extractivas;Coste laboral total;2014T4;4.080,84
B Industrias extractivas;Coste laboral total;2014T3;3.663,37
B Industrias extractivas;Coste laboral total;2014T2;4.172,03
B Industrias extractivas;Coste laboral total;2014T1;3.812,39
B Industrias extractivas;Coste laboral total;2013T4;4.181,76
B Industrias extractivas;Coste laboral total;2013T3;3.795,75
B Industrias extractivas;Coste laboral total;2013T2;3.923,39
B Industrias extractivas;Coste laboral total;2013T1;3.702,51
B Industrias extractivas;Coste laboral total;2012T4;4.099,83
B Industrias extractivas;Coste laboral total;2012T3;3.418,34
B Industrias extractivas;Coste laboral total;2012T2;4.151,78
B Industrias extractivas;Coste laboral total;2012T1;3.541,56
B Industrias extractivas;Coste laboral total;2011T4;3.804,76
B Industrias extractivas;Coste laboral total;2011T3;3.340,53
B Industrias extractivas;Coste laboral total;2011T2;3.622,13
B Industrias extractivas;Coste laboral total;2011T1;3.242,14
B Industrias extractivas;Coste laboral total;2010T4;3.885,8
B Industrias extractivas;Coste laboral total;2010T3;3.257,34
B Industrias extractivas;Coste laboral total;2010T2;3.558,12
B Industrias extractivas;Coste laboral total;2010T1;3.013,71
B Industrias extractivas;Coste laboral total;2009T4;3.250,14
B Industrias extractivas;Coste laboral total;2009T3;3.062,58
B Industrias extractivas;Coste laboral total;2009T2;3.309,74
B Industrias extractivas;Coste laboral total;2009T1;2.952,02
B Industrias extractivas;Coste laboral total;2008T4;3.278,04
B Industrias extractivas;Coste laboral total;2008T3;3.004,6
B Industrias extractivas;Coste laboral total;2008T2;3.192,8
B Industrias extractivas;Coste laboral total;2008T1;2.941,47
B Industrias extractivas;Coste salarial total;2024T4;3.572,15
B Industrias extractivas;Coste salarial total;2024T3;3.202,06
B Industrias extractivas;Coste salarial total;2024T2;3.351,21
B Industrias extractivas;Coste salarial total;2024T1;3.176,96
B Industrias extractivas;Coste salarial total;2023T4;3.378,09
B Industrias extractivas;Coste salarial total;2023T3;3.009
B Industrias extractivas;Coste salarial total;2023T2;3.146,51
B Industrias extractivas;Coste salarial total;2023T1;3.098,37
B Industrias extractivas;Coste salarial total;2022T4;3.310,16
B Industrias extractivas;Coste salarial total;2022T3;3.145,76
B Industrias extractivas;Coste salarial total;2022T2;3.064,36
B Industrias extractivas;Coste salarial total;2022T1;2.901,37
B Industrias extractivas;Coste salarial total;2021T4;3.101,18
B Industrias extractivas;Coste salarial total;2021T3;2.872,84
B Industrias extractivas;Coste salarial total;2021T2;3.035,1
B Industrias extractivas;Coste salarial total;2021T1;4.162,26
B Industrias extractivas;Coste salarial total;2020T4;3.112,56
B Industrias extractivas;Coste salarial total;2020T3;2.812,92
B Industrias extractivas;Coste salarial total;2020T2;3.339,21
B Industrias extractivas;Coste salarial total;2020T1;3.590,73
B Industrias extractivas;Coste salarial total;2019T4;2.950,77
B Industrias extractivas;Coste salarial total;2019T3;2.757,26
B Industrias extractivas;Coste salarial total;2019T2;3.104,32
B Industrias extractivas;Coste salarial total;2019T1;3.472,46
B Industrias extractivas;Coste salarial total;2018T4;2.896,19
B Industrias extractivas;Coste salarial total;2018T3;2.617,73
B Industrias extractivas;Coste salarial total;2018T2;3.074,09
B Industrias extractivas;Coste salarial total;2018T1;3.315,14
B Industrias extractivas;Coste salarial total;2017T4;3.004,02
B Industrias extractivas;Coste salarial total;2017T3;2.714,48
B Industrias extractivas;Coste salarial total;2017T2;3.158,36
B Industrias extractivas;Coste salarial total;2017T1;3.245,75
B Industrias extractivas;Coste salarial total;2016T4;3.028,51
B Industrias extractivas;Coste salarial total;2016T3;2.792,17
B Industrias extractivas;Coste salarial total;2016T2;3.095,97
B Industrias extractivas;Coste salarial total;2016T1;3.194,35
B Industrias extractivas;Coste salarial total;2015T4;3.024,42
B Industrias extractivas;Coste salarial total;2015T3;2.748,02
B Industrias extractivas;Coste salarial total;2015T2;2.956,74
B Industrias extractivas;Coste salarial total;2015T1;2.822,06
B Industrias extractivas;Coste salarial total;2014T4;3.068,11
B Industrias extractivas;Coste salarial total;2014T3;2.686,45
B Industrias extractivas;Coste salarial total;2014T2;3.157,61
B Industrias extractivas;Coste salarial total;2014T1;2.860,11
B Industrias extractivas;Coste salarial total;2013T4;3.158,81
B Industrias extractivas;Coste salarial total;2013T3;2.843,07
B Industrias extractivas;Coste salarial total;2013T2;2.994,7
B Industrias extractivas;Coste salarial total;2013T1;2.745,07
B Industrias extractivas;Coste salarial total;2012T4;3.104,2
B Industrias extractivas;Coste salarial total;2012T3;2.501,48
B Industrias extractivas;Coste salarial total;2012T2;3.183,37
B Industrias extractivas;Coste salarial total;2012T1;2.603,83
B Industrias extractivas;Coste salarial total;2011T4;2.817,07
B Industrias extractivas;Coste salarial total;2011T3;2.437,28
B Industrias extractivas;Coste salarial total;2011T2;2.673,88
B Industrias extractivas;Coste salarial total;2011T1;2.321,41
B Industrias extractivas;Coste salarial total;2010T4;2.687,48
B Industrias extractivas;Coste salarial total;2010T3;2.336,86
B Industrias extractivas;Coste salarial total;2010T2;2.618,47
B Industrias extractivas;Coste salarial total;2010T1;2.151,88
B Industrias extractivas;Coste salarial total;2009T4;2.358,06
B Industrias extractivas;Coste salarial total;2009T3;2.200,47
B Industrias extractivas;Coste salarial total;2009T2;2.335,6
B Industrias extractivas;Coste salarial total;2009T1;2.075,66
B Industrias extractivas;Coste salarial total;2008T4;2.356,14
B Industrias extractivas;Coste salarial total;2008T3;2.141,11
B Industrias extractivas;Coste salarial total;2008T2;2.273,77
B Industrias extractivas;Coste salarial total;2008T1;2.108,98
B Industrias extractivas;Coste salarial ordinario;2024T4;2.921,39
B Industrias extractivas;Coste salarial ordinario;2024T3;2.886,29
B Industrias extractivas;Coste salarial ordinario;2024T2;2.855,2
B Industrias extractivas;Coste salarial ordinario;2024T1;2.829,81
B Industrias extractivas;Coste salarial ordinario;2023T4;2.747,63
B Industrias extractivas;Coste salarial ordinario;2023T3;2.713,96
B Industrias extractivas;Coste salarial ordinario;2023T2;2.652,51
B Industrias extractivas;Coste salarial ordinario;2023T1;2.709,57
B Industrias extractivas;Coste salarial ordinario;2022T4;2.669,85
B Industrias extractivas;Coste salarial ordinario;2022T3;2.659,91
B Industrias extractivas;Coste salarial ordinario;2022T2;2.614,05
B Industrias extractivas;Coste salarial ordinario;2022T1;2.622,76
B Industrias extractivas;Coste salarial ordinario;2021T4;2.565,43
B Industrias extractivas;Coste salarial ordinario;2021T3;2.580,91
B Industrias extractivas;Coste salarial ordinario;2021T2;2.611,89
B Industrias extractivas;Coste salarial ordinario;2021T1;2.579,79
B Industrias extractivas;Coste salarial ordinario;2020T4;2.567,67
B Industrias extractivas;Coste salarial ordinario;2020T3;2.575,32
B Industrias extractivas;Coste salarial ordinario;2020T2;2.465,6
B Industrias extractivas;Coste salarial ordinario;2020T1;2.465,31
B Industrias extractivas;Coste salarial ordinario;2019T4;2.428,03
B Industrias extractivas;Coste salarial ordinario;2019T3;2.430,84
B Industrias extractivas;Coste salarial ordinario;2019T2;2.415,77
B Industrias extractivas;Coste salarial ordinario;2019T1;2.406,62
B Industrias extractivas;Coste salarial ordinario;2018T4;2.416,83
B Industrias extractivas;Coste salarial ordinario;2018T3;2.374,63
B Industrias extractivas;Coste salarial ordinario;2018T2;2.378,49
B Industrias extractivas;Coste salarial ordinario;2018T1;2.396,94
B Industrias extractivas;Coste salarial ordinario;2017T4;2.482,73
B Industrias extractivas;Coste salarial ordinario;2017T3;2.449,06
B Industrias extractivas;Coste salarial ordinario;2017T2;2.436,74
B Industrias extractivas;Coste salarial ordinario;2017T1;2.469,54
B Industrias extractivas;Coste salarial ordinario;2016T4;2.498,34
B Industrias extractivas;Coste salarial ordinario;2016T3;2.521,91
B Industrias extractivas;Coste salarial ordinario;2016T2;2.567,61
B Industrias extractivas;Coste salarial ordinario;2016T1;2.507,28
B Industrias extractivas;Coste salarial ordinario;2015T4;2.480,52
B Industrias extractivas;Coste salarial ordinario;2015T3;2.553,33
B Industrias extractivas;Coste salarial ordinario;2015T2;2.532,24
B Industrias extractivas;Coste salarial ordinario;2015T1;2.588,47
B Industrias extractivas;Coste salarial ordinario;2014T4;2.572,66
B Industrias extractivas;Coste salarial ordinario;2014T3;2.511,63
B Industrias extractivas;Coste salarial ordinario;2014T2;2.486,04
B Industrias extractivas;Coste salarial ordinario;2014T1;2.478,62
B Industrias extractivas;Coste salarial ordinario;2013T4;2.422,66
B Industrias extractivas;Coste salarial ordinario;2013T3;2.447,87
B Industrias extractivas;Coste salarial ordinario;2013T2;2.351,3
B Industrias extractivas;Coste salarial ordinario;2013T1;2.390,22
B Industrias extractivas;Coste salarial ordinario;2012T4;2.353,95
B Industrias extractivas;Coste salarial ordinario;2012T3;2.156,06
B Industrias extractivas;Coste salarial ordinario;2012T2;2.298,17
B Industrias extractivas;Coste salarial ordinario;2012T1;2.332,77
B Industrias extractivas;Coste salarial ordinario;2011T4;2.255,49
B Industrias extractivas;Coste salarial ordinario;2011T3;2.273,86
B Industrias extractivas;Coste salarial ordinario;2011T2;2.212,26
B Industrias extractivas;Coste salarial ordinario;2011T1;2.131,76
B Industrias extractivas;Coste salarial ordinario;2010T4;2.193,2
B Industrias extractivas;Coste salarial ordinario;2010T3;2.211,13
B Industrias extractivas;Coste salarial ordinario;2010T2;2.209,49
B Industrias extractivas;Coste salarial ordinario;2010T1;2.026,36
B Industrias extractivas;Coste salarial ordinario;2009T4;1.992,91
B Industrias extractivas;Coste salarial ordinario;2009T3;2.038,09
B Industrias extractivas;Coste salarial ordinario;2009T2;1.983,95
B Industrias extractivas;Coste salarial ordinario;2009T1;1.972,04
B Industrias extractivas;Coste salarial ordinario;2008T4;1.977,7
B Industrias extractivas;Coste salarial ordinario;2008T3;1.976,01
B Industrias extractivas;Coste salarial ordinario;2008T2;1.969,88
B Industrias extractivas;Coste salarial ordinario;2008T1;1.932,17
B Industrias extractivas;Coste salarial extraordinario;2024T4;650,76
B Industrias extractivas;Coste salarial extraordinario;2024T3;315,77
B Industrias extractivas;Coste salarial extraordinario;2024T2;496,01
B Industrias extractivas;Coste salarial extraordinario;2024T1;347,15
B Industrias extractivas;Coste salarial extraordinario;2023T4;630,46
B Industrias extractivas;Coste salarial extraordinario;2023T3;295,04
B Industrias extractivas;Coste salarial extraordinario;2023T2;494
B Industrias extractivas;Coste salarial extraordinario;2023T1;388,8
B Industrias extractivas;Coste salarial extraordinario;2022T4;640,31
B Industrias extractivas;Coste salarial extraordinario;2022T3;485,85
B Industrias extractivas;Coste salarial extraordinario;2022T2;450,31
B Industrias extractivas;Coste salarial extraordinario;2022T1;278,61
B Industrias extractivas;Coste salarial extraordinario;2021T4;535,75
B Industrias extractivas;Coste salarial extraordinario;2021T3;291,93
B Industrias extractivas;Coste salarial extraordinario;2021T2;423,21
B Industrias extractivas;Coste salarial extraordinario;2021T1;1.582,47
B Industrias extractivas;Coste salarial extraordinario;2020T4;544,89
B Industrias extractivas;Coste salarial extraordinario;2020T3;237,6
B Industrias extractivas;Coste salarial extraordinario;2020T2;873,61
B Industrias extractivas;Coste salarial extraordinario;2020T1;1.125,42
B Industrias extractivas;Coste salarial extraordinario;2019T4;522,74
B Industrias extractivas;Coste salarial extraordinario;2019T3;326,42
B Industrias extractivas;Coste salarial extraordinario;2019T2;688,55
B Industrias extractivas;Coste salarial extraordinario;2019T1;1.065,84
B Industrias extractivas;Coste salarial extraordinario;2018T4;479,36
B Industrias extractivas;Coste salarial extraordinario;2018T3;243,1
B Industrias extractivas;Coste salarial extraordinario;2018T2;695,6
B Industrias extractivas;Coste salarial extraordinario;2018T1;918,2
B Industrias extractivas;Coste salarial extraordinario;2017T4;521,29
B Industrias extractivas;Coste salarial extraordinario;2017T3;265,42
B Industrias extractivas;Coste salarial extraordinario;2017T2;721,62
B Industrias extractivas;Coste salarial extraordinario;2017T1;776,21
B Industrias extractivas;Coste salarial extraordinario;2016T4;530,17
B Industrias extractivas;Coste salarial extraordinario;2016T3;270,26
B Industrias extractivas;Coste salarial extraordinario;2016T2;528,36
B Industrias extractivas;Coste salarial extraordinario;2016T1;687,07
B Industrias extractivas;Coste salarial extraordinario;2015T4;543,9
B Industrias extractivas;Coste salarial extraordinario;2015T3;194,69
B Industrias extractivas;Coste salarial extraordinario;2015T2;424,5
B Industrias extractivas;Coste salarial extraordinario;2015T1;233,59
B Industrias extractivas;Coste salarial extraordinario;2014T4;495,45
B Industrias extractivas;Coste salarial extraordinario;2014T3;174,82
B Industrias extractivas;Coste salarial extraordinario;2014T2;671,57
B Industrias extractivas;Coste salarial extraordinario;2014T1;381,49
B Industrias extractivas;Coste salarial extraordinario;2013T4;736,15
B Industrias extractivas;Coste salarial extraordinario;2013T3;395,2
B Industrias extractivas;Coste salarial extraordinario;2013T2;643,4
B Industrias extractivas;Coste salarial extraordinario;2013T1;354,85
B Industrias extractivas;Coste salarial extraordinario;2012T4;750,25
B Industrias extractivas;Coste salarial extraordinario;2012T3;345,42
B Industrias extractivas;Coste salarial extraordinario;2012T2;885,2
B Industrias extractivas;Coste salarial extraordinario;2012T1;271,06
B Industrias extractivas;Coste salarial extraordinario;2011T4;561,58
B Industrias extractivas;Coste salarial extraordinario;2011T3;163,42
B Industrias extractivas;Coste salarial extraordinario;2011T2;461,62
B Industrias extractivas;Coste salarial extraordinario;2011T1;189,65
B Industrias extractivas;Coste salarial extraordinario;2010T4;494,28
