Actividad económica CNAE-09;Periodo;Total
12 Industria del tabaco;2018T2;38,16
12 Industria del tabaco;2018T1;36,09
12 Industria del tabaco;2017T4;6,24
12 Industria del tabaco;2017T3;14,02
12 Industria del tabaco;2017T2;34
12 Industria del tabaco;2017T1;36,49
12 Industria del tabaco;2016T4;44,43
12 Industria del tabaco;2016T3;36,27
12 Industria del tabaco;2016T2;30,77
12 Industria del tabaco;2016T1;38,42
12 Industria del tabaco;2015T4;47,97
12 Industria del tabaco;2015T3;33,98
12 Industria del tabaco;2015T2;35,84
12 Industria del tabaco;2015T1;32,15
12 Industria del tabaco;2014T4;36,82
12 Industria del tabaco;2014T3;37,17
12 Industria del tabaco;2014T2;36,98
12 Industria del tabaco;2014T1;32,92
12 Industria del tabaco;2013T4;25,8
12 Industria del tabaco;2013T3;40,17
12 Industria del tabaco;2013T2;21,42
12 Industria del tabaco;2013T1;35,38
12 Industria del tabaco;2012T4;35,01
12 Industria del tabaco;2012T3;33,79
12 Industria del tabaco;2012T2;30,03
12 Industria del tabaco;2012T1;27,71
12 Industria del tabaco;2011T4;30,91
12 Industria del tabaco;2011T3;21,75
12 Industria del tabaco;2011T2;21,6
12 Industria del tabaco;2011T1;27,38
12 Industria del tabaco;2010T4;19,93
12 Industria del tabaco;2010T3;26,53
12 Industria del tabaco;2010T2;29,5
12 Industria del tabaco;2010T1;30,4
12 Industria del tabaco;2009T4;31,08
12 Industria del tabaco;2009T3;43,5
12 Industria del tabaco;2009T2;159,13
12 Industria del tabaco;2009T1;34,83
12 Industria del tabaco;2008T4;33,46
12 Industria del tabaco;2008T3;29,24
12 Industria del tabaco;2008T2;29,63
12 Industria del tabaco;2008T1;21,82
13 Industria textil;2024T4;25,18
13 Industria textil;2024T3;20,19
13 Industria textil;2024T2;25,96
13 Industria textil;2024T1;23,7
13 Industria textil;2023T4;25,24
13 Industria textil;2023T3;22,67
13 Industria textil;2023T2;21,82
13 Industria textil;2023T1;23,82
13 Industria textil;2022T4;22,91
13 Industria textil;2022T3;20,16
13 Industria textil;2022T2;20,29
13 Industria textil;2022T1;19,69
13 Industria textil;2021T4;25,57
13 Industria textil;2021T3;18,52
13 Industria textil;2021T2;19,6
13 Industria textil;2021T1;17,83
13 Industria textil;2020T4;16,48
13 Industria textil;2020T3;16,28
13 Industria textil;2020T2;20,56
13 Industria textil;2020T1;17,29
13 Industria textil;2019T4;17,22
13 Industria textil;2019T3;16,55
13 Industria textil;2019T2;14,8
13 Industria textil;2019T1;15,3
13 Industria textil;2018T4;17,57
13 Industria textil;2018T3;20,76
13 Industria textil;2018T2;21,88
13 Industria textil;2018T1;19,64
13 Industria textil;2017T4;23,31
13 Industria textil;2017T3;16,98
13 Industria textil;2017T2;20,42
13 Industria textil;2017T1;18,03
13 Industria textil;2016T4;19,43
13 Industria textil;2016T3;17
13 Industria textil;2016T2;18,72
13 Industria textil;2016T1;17,99
13 Industria textil;2015T4;18,2
13 Industria textil;2015T3;16,75
13 Industria textil;2015T2;18,23
13 Industria textil;2015T1;17,57
13 Industria textil;2014T4;18,08
13 Industria textil;2014T3;17,78
13 Industria textil;2014T2;17,88
13 Industria textil;2014T1;17,48
13 Industria textil;2013T4;17,59
13 Industria textil;2013T3;17,45
13 Industria textil;2013T2;16,67
13 Industria textil;2013T1;16,79
13 Industria textil;2012T4;16,41
13 Industria textil;2012T3;14,94
13 Industria textil;2012T2;18,41
13 Industria textil;2012T1;17,23
13 Industria textil;2011T4;20,3
13 Industria textil;2011T3;18
13 Industria textil;2011T2;18,5
13 Industria textil;2011T1;17,41
13 Industria textil;2010T4;16,65
13 Industria textil;2010T3;19,2
13 Industria textil;2010T2;16,45
13 Industria textil;2010T1;17,05
13 Industria textil;2009T4;17,39
13 Industria textil;2009T3;17,21
13 Industria textil;2009T2;14,96
13 Industria textil;2009T1;15,18
13 Industria textil;2008T4;18,35
13 Industria textil;2008T3;17,27
13 Industria textil;2008T2;17,88
13 Industria textil;2008T1;18,05
14 Confección de prendas de vestir;2024T4;19,55
14 Confección de prendas de vestir;2024T3;21,08
14 Confección de prendas de vestir;2024T2;16,64
14 Confección de prendas de vestir;2024T1;19,83
14 Confección de prendas de vestir;2023T4;22,15
14 Confección de prendas de vestir;2023T3;22,95
14 Confección de prendas de vestir;2023T2;22,67
14 Confección de prendas de vestir;2023T1;19,56
14 Confección de prendas de vestir;2022T4;27,22
14 Confección de prendas de vestir;2022T3;25
14 Confección de prendas de vestir;2022T2;26,94
14 Confección de prendas de vestir;2022T1;25,81
14 Confección de prendas de vestir;2021T4;24,41
14 Confección de prendas de vestir;2021T3;24,94
14 Confección de prendas de vestir;2021T2;26,8
14 Confección de prendas de vestir;2021T1;27,71
14 Confección de prendas de vestir;2020T4;19,84
14 Confección de prendas de vestir;2020T3;28,7
14 Confección de prendas de vestir;2020T2;23
14 Confección de prendas de vestir;2020T1;22,37
14 Confección de prendas de vestir;2019T4;16,18
14 Confección de prendas de vestir;2019T3;17,59
14 Confección de prendas de vestir;2019T2;29,64
14 Confección de prendas de vestir;2019T1;24,22
14 Confección de prendas de vestir;2018T4;24,11
14 Confección de prendas de vestir;2018T3;24
14 Confección de prendas de vestir;2018T2;17,44
14 Confección de prendas de vestir;2018T1;18,77
14 Confección de prendas de vestir;2017T4;20,53
14 Confección de prendas de vestir;2017T3;20,43
14 Confección de prendas de vestir;2017T2;19,64
14 Confección de prendas de vestir;2017T1;19,73
14 Confección de prendas de vestir;2016T4;18,67
14 Confección de prendas de vestir;2016T3;19,5
14 Confección de prendas de vestir;2016T2;22,8
14 Confección de prendas de vestir;2016T1;17,91
14 Confección de prendas de vestir;2015T4;17,25
14 Confección de prendas de vestir;2015T3;18,88
14 Confección de prendas de vestir;2015T2;20,08
14 Confección de prendas de vestir;2015T1;15,4
14 Confección de prendas de vestir;2014T4;16,83
14 Confección de prendas de vestir;2014T3;16,15
14 Confección de prendas de vestir;2014T2;21,38
14 Confección de prendas de vestir;2014T1;18,25
14 Confección de prendas de vestir;2013T4;14,69
14 Confección de prendas de vestir;2013T3;10,82
14 Confección de prendas de vestir;2013T2;16,21
14 Confección de prendas de vestir;2013T1;15,48
14 Confección de prendas de vestir;2012T4;18,44
14 Confección de prendas de vestir;2012T3;14,4
14 Confección de prendas de vestir;2012T2;20,45
14 Confección de prendas de vestir;2012T1;16,43
14 Confección de prendas de vestir;2011T4;16,59
14 Confección de prendas de vestir;2011T3;17
14 Confección de prendas de vestir;2011T2;16,61
14 Confección de prendas de vestir;2011T1;18,05
14 Confección de prendas de vestir;2010T4;17,58
14 Confección de prendas de vestir;2010T3;14,4
14 Confección de prendas de vestir;2010T2;16,04
14 Confección de prendas de vestir;2010T1;15,68
14 Confección de prendas de vestir;2009T4;17,07
14 Confección de prendas de vestir;2009T3;15,95
14 Confección de prendas de vestir;2009T2;14,89
14 Confección de prendas de vestir;2009T1;15,82
14 Confección de prendas de vestir;2008T4;16,22
14 Confección de prendas de vestir;2008T3;16,5
14 Confección de prendas de vestir;2008T2;15,45
14 Confección de prendas de vestir;2008T1;15,13
15 Industria del cuero y del calzado;2024T4;19
15 Industria del cuero y del calzado;2024T3;19,04
15 Industria del cuero y del calzado;2024T2;19,83
15 Industria del cuero y del calzado;2024T1;16,97
15 Industria del cuero y del calzado;2023T4;16,42
15 Industria del cuero y del calzado;2023T3;19,26
15 Industria del cuero y del calzado;2023T2;19,07
15 Industria del cuero y del calzado;2023T1;16,43
15 Industria del cuero y del calzado;2022T4;23,56
15 Industria del cuero y del calzado;2022T3;17,57
15 Industria del cuero y del calzado;2022T2;21,72
15 Industria del cuero y del calzado;2022T1;20,76
15 Industria del cuero y del calzado;2021T4;25,4
15 Industria del cuero y del calzado;2021T3;17,09
15 Industria del cuero y del calzado;2021T2;18,16
15 Industria del cuero y del calzado;2021T1;19,56
15 Industria del cuero y del calzado;2020T4;13,57
15 Industria del cuero y del calzado;2020T3;13,36
15 Industria del cuero y del calzado;2020T2;12,67
15 Industria del cuero y del calzado;2020T1;11,88
15 Industria del cuero y del calzado;2019T4;12,24
15 Industria del cuero y del calzado;2019T3;18
15 Industria del cuero y del calzado;2019T2;14,19
15 Industria del cuero y del calzado;2019T1;14,05
15 Industria del cuero y del calzado;2018T4;13,24
15 Industria del cuero y del calzado;2018T3;13,12
15 Industria del cuero y del calzado;2018T2;12,4
15 Industria del cuero y del calzado;2018T1;12,62
15 Industria del cuero y del calzado;2017T4;13,17
15 Industria del cuero y del calzado;2017T3;13,67
15 Industria del cuero y del calzado;2017T2;13,93
15 Industria del cuero y del calzado;2017T1;13,71
15 Industria del cuero y del calzado;2016T4;13,83
15 Industria del cuero y del calzado;2016T3;14,08
15 Industria del cuero y del calzado;2016T2;14,53
15 Industria del cuero y del calzado;2016T1;15,1
15 Industria del cuero y del calzado;2015T4;13,94
15 Industria del cuero y del calzado;2015T3;14,58
15 Industria del cuero y del calzado;2015T2;13,11
15 Industria del cuero y del calzado;2015T1;14,18
15 Industria del cuero y del calzado;2014T4;13,86
15 Industria del cuero y del calzado;2014T3;13,71
15 Industria del cuero y del calzado;2014T2;14,44
15 Industria del cuero y del calzado;2014T1;13,46
15 Industria del cuero y del calzado;2013T4;15,64
15 Industria del cuero y del calzado;2013T3;15,77
15 Industria del cuero y del calzado;2013T2;12,8
15 Industria del cuero y del calzado;2013T1;17,9
15 Industria del cuero y del calzado;2012T4;17,8
15 Industria del cuero y del calzado;2012T3;17,2
15 Industria del cuero y del calzado;2012T2;14,31
15 Industria del cuero y del calzado;2012T1;12,44
15 Industria del cuero y del calzado;2011T4;17,5
15 Industria del cuero y del calzado;2011T3;13,38
15 Industria del cuero y del calzado;2011T2;13,25
15 Industria del cuero y del calzado;2011T1;12,63
15 Industria del cuero y del calzado;2010T4;17,4
15 Industria del cuero y del calzado;2010T3;13,29
15 Industria del cuero y del calzado;2010T2;13,2
15 Industria del cuero y del calzado;2010T1;14,5
15 Industria del cuero y del calzado;2009T4;11,44
15 Industria del cuero y del calzado;2009T3;11
15 Industria del cuero y del calzado;2009T2;19
15 Industria del cuero y del calzado;2009T1;15,86
15 Industria del cuero y del calzado;2008T4;17,5
15 Industria del cuero y del calzado;2008T3;19
15 Industria del cuero y del calzado;2008T2;21,4
15 Industria del cuero y del calzado;2008T1;19,8
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2024T4;19,2
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2024T3;18,86
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2024T2;20,9
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2024T1;18,23
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2023T4;18,85
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2023T3;19,58
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2023T2;21,22
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2023T1;20,98
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2022T4;20,73
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2022T3;19,37
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2022T2;19,79
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2022T1;20,24
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2021T4;19,83
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2021T3;19,65
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2021T2;18,33
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2021T1;17,43
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2020T4;14,24
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2020T3;15,08
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2020T2;12,72
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2020T1;13,68
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2019T4;14,36
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2019T3;15,86
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2019T2;15,2
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2019T1;15,44
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2018T4;15,21
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2018T3;15,22
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2018T2;15,48
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2018T1;14,77
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2017T4;15
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2017T3;15,75
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2017T2;15,24
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2017T1;15,52
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2016T4;17,71
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2016T3;17,66
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2016T2;16,01
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2016T1;17,83
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2015T4;14,09
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2015T3;15,85
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2015T2;14,73
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2015T1;15,35
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2014T4;18,05
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2014T3;11,38
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2014T2;15,2
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2014T1;15,49
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2013T4;18,95
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2013T3;16,9
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2013T2;14,56
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2013T1;16,2
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2012T4;15,28
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2012T3;16,02
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2012T2;16,06
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2012T1;15,95
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2011T4;15,78
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2011T3;17,11
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2011T2;15,47
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2011T1;16,68
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2010T4;14,65
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2010T3;14,52
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2010T2;19,69
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2010T1;19,93
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2009T4;19,65
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2009T3;13,03
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2009T2;17,6
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2009T1;18,99
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2008T4;17,97
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2008T3;17,39
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2008T2;19
16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;2008T1;18
17 Industria del papel;2024T4;28,88
17 Industria del papel;2024T3;27,58
17 Industria del papel;2024T2;23,03
17 Industria del papel;2024T1;22,77
17 Industria del papel;2023T4;25,79
17 Industria del papel;2023T3;24,31
17 Industria del papel;2023T2;20,61
17 Industria del papel;2023T1;24,8
17 Industria del papel;2022T4;25,51
17 Industria del papel;2022T3;25,28
17 Industria del papel;2022T2;24,5
17 Industria del papel;2022T1;26,43
17 Industria del papel;2021T4;25
17 Industria del papel;2021T3;23,35
17 Industria del papel;2021T2;25,5
17 Industria del papel;2021T1;23,77
17 Industria del papel;2020T4;22,65
17 Industria del papel;2020T3;22,99
17 Industria del papel;2020T2;25,5
17 Industria del papel;2020T1;22,33
17 Industria del papel;2019T4;24,49
17 Industria del papel;2019T3;22,05
17 Industria del papel;2019T2;22,79
17 Industria del papel;2019T1;22,98
17 Industria del papel;2018T4;21,65
17 Industria del papel;2018T3;21,51
17 Industria del papel;2018T2;23,3
17 Industria del papel;2018T1;22,3
17 Industria del papel;2017T4;20,25
17 Industria del papel;2017T3;21,64
17 Industria del papel;2017T2;22,48
17 Industria del papel;2017T1;21,54
17 Industria del papel;2016T4;25,54
17 Industria del papel;2016T3;26,04
17 Industria del papel;2016T2;25,5
17 Industria del papel;2016T1;26,16
17 Industria del papel;2015T4;25,13
17 Industria del papel;2015T3;23,82
17 Industria del papel;2015T2;25,89
17 Industria del papel;2015T1;25,64
17 Industria del papel;2014T4;25,5
17 Industria del papel;2014T3;25,51
17 Industria del papel;2014T2;25,14
17 Industria del papel;2014T1;25,41
17 Industria del papel;2013T4;24,16
17 Industria del papel;2013T3;23,21
17 Industria del papel;2013T2;25,75
17 Industria del papel;2013T1;25,19
17 Industria del papel;2012T4;25,29
17 Industria del papel;2012T3;24,45
17 Industria del papel;2012T2;24,89
17 Industria del papel;2012T1;23,72
17 Industria del papel;2011T4;23,23
17 Industria del papel;2011T3;24,57
17 Industria del papel;2011T2;26,02
17 Industria del papel;2011T1;22,07
17 Industria del papel;2010T4;22,46
17 Industria del papel;2010T3;23,78
17 Industria del papel;2010T2;22,21
17 Industria del papel;2010T1;21,77
17 Industria del papel;2009T4;22,24
17 Industria del papel;2009T3;22,94
17 Industria del papel;2009T2;19,13
17 Industria del papel;2009T1;22,52
17 Industria del papel;2008T4;22,42
17 Industria del papel;2008T3;21,59
17 Industria del papel;2008T2;21,6
17 Industria del papel;2008T1;21,14
18 Artes gráficas y reproducción de soportes grabados;2024T4;23,3
18 Artes gráficas y reproducción de soportes grabados;2024T3;23,58
18 Artes gráficas y reproducción de soportes grabados;2024T2;23,24
18 Artes gráficas y reproducción de soportes grabados;2024T1;24,16
18 Artes gráficas y reproducción de soportes grabados;2023T4;23,29
18 Artes gráficas y reproducción de soportes grabados;2023T3;26,36
18 Artes gráficas y reproducción de soportes grabados;2023T2;25,33
18 Artes gráficas y reproducción de soportes grabados;2023T1;22,29
18 Artes gráficas y reproducción de soportes grabados;2022T4;24,92
18 Artes gráficas y reproducción de soportes grabados;2022T3;25,46
18 Artes gráficas y reproducción de soportes grabados;2022T2;21,4
18 Artes gráficas y reproducción de soportes grabados;2022T1;23,48
18 Artes gráficas y reproducción de soportes grabados;2021T4;21,36
18 Artes gráficas y reproducción de soportes grabados;2021T3;22,06
18 Artes gráficas y reproducción de soportes grabados;2021T2;21,27
18 Artes gráficas y reproducción de soportes grabados;2021T1;21,03
18 Artes gráficas y reproducción de soportes grabados;2020T4;21,61
18 Artes gráficas y reproducción de soportes grabados;2020T3;24,29
18 Artes gráficas y reproducción de soportes grabados;2020T2;22,14
18 Artes gráficas y reproducción de soportes grabados;2020T1;23,43
18 Artes gráficas y reproducción de soportes grabados;2019T4;19,4
18 Artes gráficas y reproducción de soportes grabados;2019T3;20,9
18 Artes gráficas y reproducción de soportes grabados;2019T2;19,94
18 Artes gráficas y reproducción de soportes grabados;2019T1;19,92
18 Artes gráficas y reproducción de soportes grabados;2018T4;19,19
18 Artes gráficas y reproducción de soportes grabados;2018T3;19,04
18 Artes gráficas y reproducción de soportes grabados;2018T2;19,35
18 Artes gráficas y reproducción de soportes grabados;2018T1;20,15
18 Artes gráficas y reproducción de soportes grabados;2017T4;20,18
18 Artes gráficas y reproducción de soportes grabados;2017T3;19,97
18 Artes gráficas y reproducción de soportes grabados;2017T2;18,9
18 Artes gráficas y reproducción de soportes grabados;2017T1;21,08
18 Artes gráficas y reproducción de soportes grabados;2016T4;19,78
18 Artes gráficas y reproducción de soportes grabados;2016T3;23,78
18 Artes gráficas y reproducción de soportes grabados;2016T2;25,73
18 Artes gráficas y reproducción de soportes grabados;2016T1;24,9
18 Artes gráficas y reproducción de soportes grabados;2015T4;24,62
18 Artes gráficas y reproducción de soportes grabados;2015T3;25,9
18 Artes gráficas y reproducción de soportes grabados;2015T2;23,26
18 Artes gráficas y reproducción de soportes grabados;2015T1;24,93
18 Artes gráficas y reproducción de soportes grabados;2014T4;21,98
18 Artes gráficas y reproducción de soportes grabados;2014T3;22,72
18 Artes gráficas y reproducción de soportes grabados;2014T2;20,19
18 Artes gráficas y reproducción de soportes grabados;2014T1;21,61
18 Artes gráficas y reproducción de soportes grabados;2013T4;21,78
18 Artes gráficas y reproducción de soportes grabados;2013T3;22,59
18 Artes gráficas y reproducción de soportes grabados;2013T2;20,1
18 Artes gráficas y reproducción de soportes grabados;2013T1;21,78
18 Artes gráficas y reproducción de soportes grabados;2012T4;26,15
18 Artes gráficas y reproducción de soportes grabados;2012T3;22,87
18 Artes gráficas y reproducción de soportes grabados;2012T2;21,4
18 Artes gráficas y reproducción de soportes grabados;2012T1;23,1
18 Artes gráficas y reproducción de soportes grabados;2011T4;22,42
18 Artes gráficas y reproducción de soportes grabados;2011T3;22,7
18 Artes gráficas y reproducción de soportes grabados;2011T2;21,62
18 Artes gráficas y reproducción de soportes grabados;2011T1;22,3
18 Artes gráficas y reproducción de soportes grabados;2010T4;20,14
18 Artes gráficas y reproducción de soportes grabados;2010T3;21,74
18 Artes gráficas y reproducción de soportes grabados;2010T2;22,63
18 Artes gráficas y reproducción de soportes grabados;2010T1;20,07
18 Artes gráficas y reproducción de soportes grabados;2009T4;20,92
18 Artes gráficas y reproducción de soportes grabados;2009T3;21,48
18 Artes gráficas y reproducción de soportes grabados;2009T2;20,52
18 Artes gráficas y reproducción de soportes grabados;2009T1;23,65
18 Artes gráficas y reproducción de soportes grabados;2008T4;24,51
18 Artes gráficas y reproducción de soportes grabados;2008T3;20,81
18 Artes gráficas y reproducción de soportes grabados;2008T2;20,63
18 Artes gráficas y reproducción de soportes grabados;2008T1;23,78
19 Coquerías y refino de petróleo;2024T4;38
19 Coquerías y refino de petróleo;2024T3;50,51
19 Coquerías y refino de petróleo;2024T2;30,05
19 Coquerías y refino de petróleo;2024T1;48,41
19 Coquerías y refino de petróleo;2023T4;50,39
19 Coquerías y refino de petróleo;2023T3;57,63
19 Coquerías y refino de petróleo;2023T2;57,6
19 Coquerías y refino de petróleo;2023T1;49,87
19 Coquerías y refino de petróleo;2022T4;53,11
19 Coquerías y refino de petróleo;2022T3;45,67
19 Coquerías y refino de petróleo;2022T2;65,64
19 Coquerías y refino de petróleo;2022T1;59,3
19 Coquerías y refino de petróleo;2021T4;49,64
19 Coquerías y refino de petróleo;2021T3;56,06
19 Coquerías y refino de petróleo;2021T2;56,4
19 Coquerías y refino de petróleo;2021T1;64,02
19 Coquerías y refino de petróleo;2020T4;52,29
19 Coquerías y refino de petróleo;2020T3;57,37
19 Coquerías y refino de petróleo;2020T2;40,15
19 Coquerías y refino de petróleo;2020T1;35,39
19 Coquerías y refino de petróleo;2019T4;33,46
19 Coquerías y refino de petróleo;2019T3;31,47
19 Coquerías y refino de petróleo;2019T2;45,62
19 Coquerías y refino de petróleo;2019T1;29,93
19 Coquerías y refino de petróleo;2018T4;34,4
19 Coquerías y refino de petróleo;2018T3;41,1
19 Coquerías y refino de petróleo;2018T2;36,76
19 Coquerías y refino de petróleo;2018T1;33,84
19 Coquerías y refino de petróleo;2017T4;43,43
19 Coquerías y refino de petróleo;2017T3;59,68
19 Coquerías y refino de petróleo;2017T2;33,35
19 Coquerías y refino de petróleo;2017T1;31,85
19 Coquerías y refino de petróleo;2016T4;48,08
19 Coquerías y refino de petróleo;2016T3;37,91
19 Coquerías y refino de petróleo;2016T2;43,97
19 Coquerías y refino de petróleo;2016T1;44,23
19 Coquerías y refino de petróleo;2015T4;37,02
19 Coquerías y refino de petróleo;2015T3;43,66
19 Coquerías y refino de petróleo;2015T2;47,33
19 Coquerías y refino de petróleo;2015T1;57,85
19 Coquerías y refino de petróleo;2014T4;46,24
19 Coquerías y refino de petróleo;2014T3;48,46
19 Coquerías y refino de petróleo;2014T2;58,91
19 Coquerías y refino de petróleo;2014T1;58,03
19 Coquerías y refino de petróleo;2013T4;53,03
19 Coquerías y refino de petróleo;2013T3;42,94
19 Coquerías y refino de petróleo;2013T2;44
19 Coquerías y refino de petróleo;2013T1;35,66
19 Coquerías y refino de petróleo;2012T4;40,66
19 Coquerías y refino de petróleo;2012T3;38,48
19 Coquerías y refino de petróleo;2012T2;31,53
19 Coquerías y refino de petróleo;2012T1;33,59
19 Coquerías y refino de petróleo;2011T4;25,08
19 Coquerías y refino de petróleo;2011T3;40,11
19 Coquerías y refino de petróleo;2011T2;39,38
19 Coquerías y refino de petróleo;2011T1;37,04
19 Coquerías y refino de petróleo;2010T4;34,23
19 Coquerías y refino de petróleo;2010T3;49,39
19 Coquerías y refino de petróleo;2010T2;37,12
19 Coquerías y refino de petróleo;2010T1;38,64
19 Coquerías y refino de petróleo;2009T4;33,24
19 Coquerías y refino de petróleo;2009T3;45,63
19 Coquerías y refino de petróleo;2009T2;47,94
19 Coquerías y refino de petróleo;2009T1;41,13
19 Coquerías y refino de petróleo;2008T4;34,06
19 Coquerías y refino de petróleo;2008T3;43,43
19 Coquerías y refino de petróleo;2008T2;35,94
19 Coquerías y refino de petróleo;2008T1;33,1
20 Industria química;2024T4;37,68
20 Industria química;2024T3;34,03
20 Industria química;2024T2;33,79
20 Industria química;2024T1;31,05
20 Industria química;2023T4;33,03
20 Industria química;2023T3;30,92
20 Industria química;2023T2;30,77
20 Industria química;2023T1;36,34
20 Industria química;2022T4;30,75
20 Industria química;2022T3;28,95
20 Industria química;2022T2;27,73
20 Industria química;2022T1;34,25
20 Industria química;2021T4;33,74
20 Industria química;2021T3;28,81
20 Industria química;2021T2;30,78
20 Industria química;2021T1;30,98
20 Industria química;2020T4;30,4
20 Industria química;2020T3;30,11
20 Industria química;2020T2;29,29
20 Industria química;2020T1;30,06
20 Industria química;2019T4;29,74
20 Industria química;2019T3;31,04
20 Industria química;2019T2;28,14
20 Industria química;2019T1;30,92
20 Industria química;2018T4;26,47
20 Industria química;2018T3;27,42
20 Industria química;2018T2;27,03
20 Industria química;2018T1;29,89
20 Industria química;2017T4;28,54
20 Industria química;2017T3;28,65
20 Industria química;2017T2;26,6
20 Industria química;2017T1;28,23
20 Industria química;2016T4;28,8
20 Industria química;2016T3;29,62
20 Industria química;2016T2;25,85
20 Industria química;2016T1;28,12
20 Industria química;2015T4;29,41
20 Industria química;2015T3;28,07
20 Industria química;2015T2;26,99
20 Industria química;2015T1;26,66
20 Industria química;2014T4;29,8
20 Industria química;2014T3;29,22
20 Industria química;2014T2;17,11
20 Industria química;2014T1;27,96
20 Industria química;2013T4;27,01
20 Industria química;2013T3;29,03
20 Industria química;2013T2;28,84
20 Industria química;2013T1;28,55
20 Industria química;2012T4;30,44
20 Industria química;2012T3;29,98
20 Industria química;2012T2;31,49
20 Industria química;2012T1;29,36
20 Industria química;2011T4;29,3
20 Industria química;2011T3;28,93
20 Industria química;2011T2;28,22
20 Industria química;2011T1;29,14
20 Industria química;2010T4;28,25
20 Industria química;2010T3;30,1
20 Industria química;2010T2;26,41
20 Industria química;2010T1;28,55
20 Industria química;2009T4;25,49
20 Industria química;2009T3;27,89
20 Industria química;2009T2;26,72
20 Industria química;2009T1;27,31
20 Industria química;2008T4;30,26
20 Industria química;2008T3;26,2
20 Industria química;2008T2;26,39
20 Industria química;2008T1;25,94
21 Fabricación de productos farmacéuticos;2024T4;36,85
